id_phantom,Phantom_Count,Phantom_Build,Phantom_Death
1447,1.0,,
1448,1.0,,
1449,1.0,,
1450,1.0,,
1451,2.0,2,True
1452,2.0,5,True
1453,2.0,4,True
1454,2.0,5,True
1455,1.0,,
1456,1.0,,
1457,2.0,1,False
1458,1.0,,
1459,2.0,1,True
1460,2.0,1,True
1461,2.0,4,True
1462,2.0,5,True
1463,2.0,1,True
1464,1.0,,
1465,2.0,4,False
1466,1.0,,
1467,2.0,1,False
1468,1.0,,
1469,2.0,4,True
1470,2.0,4,True
1471,1.0,,
1472,2.0,5,False
1473,1.0,,
1474,2.0,3,False
1475,2.0,2,True
1476,2.0,5,False
1477,2.0,3,True
1478,2.0,3,True
1479,2.0,1,False
1480,2.0,5,True
1481,1.0,,
1482,1.0,,
1483,1.0,,
1484,2.0,2,False
1485,2.0,1,False
1486,2.0,5,False
1487,2.0,5,True
1488,1.0,,
1489,2.0,1,True
1490,2.0,5,True
1491,2.0,5,True
1492,2.0,2,True
1493,2.0,1,False
1494,2.0,4,True
1495,2.0,4,True
1496,2.0,4,False
1497,2.0,3,True
1498,2.0,2,False
1499,2.0,5,False
1500,2.0,4,False
1501,1.0,,
1502,2.0,1,True
1503,2.0,3,False
1504,2.0,3,False
1505,2.0,1,True
1506,2.0,3,False
1507,2.0,3,True
1508,2.0,1,False
1509,1.0,,
1510,2.0,1,True
1511,1.0,,
1512,1.0,,
1513,2.0,3,False
1514,2.0,3,True
1515,1.0,,
1516,2.0,5,False
1517,2.0,4,False
1518,1.0,,
1519,2.0,2,True
1520,2.0,2,False
1521,2.0,4,True
1522,2.0,3,False
1523,1.0,,
1524,2.0,3,True
1525,2.0,5,True
1526,1.0,,
1527,2.0,1,True
1528,2.0,3,False
1529,2.0,4,True
1530,2.0,3,True
1531,2.0,1,False
1532,1.0,,
1533,2.0,1,True
1534,2.0,3,False
1535,1.0,,
1536,2.0,5,True
1537,2.0,2,True
1538,2.0,1,False
1539,1.0,,
1540,1.0,,
1541,1.0,,
1542,1.0,,
1543,2.0,1,False
1544,1.0,,
1545,2.0,4,False
1546,2.0,1,False
1547,2.0,4,True
1548,2.0,4,True
1549,1.0,,
1550,1.0,,
1551,2.0,4,True
1552,1.0,,
1553,1.0,,
1554,1.0,,
1555,1.0,,
1556,2.0,5,True
1557,2.0,3,True
1558,2.0,5,False
1559,2.0,5,False
1560,2.0,5,False
1561,1.0,,
1562,1.0,,
1563,1.0,,
1564,2.0,4,True
1565,1.0,,
1566,1.0,,
1567,1.0,,
1568,1.0,,
1569,2.0,4,True
1570,2.0,4,True
1571,1.0,,
1572,2.0,5,True
1573,2.0,3,False
1574,1.0,,
1575,1.0,,
1576,2.0,5,False
1577,2.0,4,False
1578,2.0,5,False
1579,2.0,2,False
1580,1.0,,
1581,2.0,4,True
1582,2.0,4,True
1583,1.0,,
1584,1.0,,
1585,2.0,1,False
1586,2.0,2,True
1587,2.0,2,True
1588,2.0,1,False
1589,2.0,5,False
1590,1.0,,
1591,2.0,5,False
1592,2.0,2,False
1593,1.0,,
1594,1.0,,
1595,2.0,2,False
1596,1.0,,
1597,1.0,,
1598,2.0,2,False
1599,2.0,3,True
1600,2.0,3,False
1601,2.0,3,True
1602,1.0,,
1603,1.0,,
1604,2.0,3,True
1605,2.0,1,False
1606,2.0,1,False
1607,2.0,2,False
1608,2.0,3,True
1609,2.0,2,True
1610,1.0,,
1611,2.0,1,False
1612,1.0,,
1613,2.0,1,True
1614,2.0,3,True
1615,2.0,1,False
1616,1.0,,
1617,2.0,2,True
1618,1.0,,
1619,2.0,4,False
1620,1.0,,
1621,2.0,3,False
1622,1.0,,
1623,2.0,4,True
1624,2.0,1,True
1625,1.0,,
1626,1.0,,
1627,2.0,1,True
1628,1.0,,
1629,2.0,2,True
1630,2.0,5,False
1631,2.0,2,True
1632,1.0,,
1633,2.0,2,False
1634,2.0,4,True
1635,2.0,4,False
1636,2.0,3,True
1637,2.0,1,True
1638,1.0,,
1639,2.0,5,True
1640,2.0,2,True
1641,1.0,,
1642,1.0,,
1643,2.0,4,False
1644,1.0,,
1645,1.0,,
1646,2.0,5,False
1647,1.0,,
1648,2.0,4,True
1649,2.0,4,True
1650,2.0,1,False
1651,2.0,4,True
1652,2.0,4,True
1653,2.0,4,True
1654,2.0,2,False
1655,1.0,,
1656,2.0,4,True
1657,1.0,,
1658,2.0,3,True
1659,2.0,3,False
1660,2.0,4,False
1661,2.0,5,False
1662,2.0,2,False
1663,1.0,,
1664,2.0,5,False
1665,1.0,,
1666,2.0,5,True
1667,2.0,2,False
1668,2.0,4,True
1669,1.0,,
1670,2.0,3,True
1671,2.0,1,True
1672,1.0,,
1673,1.0,,
1674,1.0,,
1675,2.0,1,False
1676,2.0,3,False
1677,1.0,,
1678,1.0,,
1679,2.0,3,True
1680,1.0,,
1681,2.0,4,True
1682,2.0,4,False
1683,1.0,,
1684,1.0,,
1685,2.0,3,True
1686,2.0,4,False
1687,2.0,5,True
1688,2.0,1,True
1689,1.0,,
1690,2.0,4,True
1691,1.0,,
1692,1.0,,
1693,1.0,,
1694,2.0,3,False
1695,1.0,,
1696,2.0,3,False
1697,2.0,2,True
1698,2.0,2,True
1699,2.0,3,True
1700,2.0,3,True
1701,2.0,5,True
1702,2.0,3,False
1703,2.0,3,False
1704,1.0,,
1705,1.0,,
1706,2.0,2,True
1707,2.0,2,True
1708,2.0,3,False
1709,2.0,2,True
1710,2.0,3,False
1711,1.0,,
1712,2.0,1,True
1713,2.0,5,True
1714,1.0,,
1715,2.0,3,False
1716,1.0,,
1717,1.0,,
1718,2.0,4,False
1719,2.0,5,True
1720,2.0,3,False
1721,1.0,,
1722,2.0,3,False
1723,1.0,,
1724,2.0,3,False
1725,2.0,3,True
1726,2.0,3,True
1727,2.0,2,False
1728,2.0,1,False
1729,2.0,1,True
1730,2.0,2,True
1731,2.0,3,True
1732,2.0,4,False
1733,2.0,3,False
1734,2.0,5,True
1735,2.0,3,False
1736,2.0,5,True
1737,1.0,,
1738,2.0,4,False
1739,2.0,5,True
1740,2.0,4,True
1741,2.0,2,True
1742,1.0,,
1743,1.0,,
1744,1.0,,
1745,2.0,5,False
1746,2.0,1,False
1747,2.0,3,False
1748,2.0,2,True
1749,2.0,3,False
1750,2.0,4,False
1751,2.0,3,False
1752,2.0,2,False
1753,2.0,2,True
1754,2.0,4,False
1755,2.0,3,True
1756,1.0,,
1757,2.0,5,False
1758,2.0,2,True
1759,2.0,3,True
1760,2.0,2,True
1761,2.0,2,False
1762,2.0,5,True
1763,1.0,,
1764,2.0,5,True
1765,2.0,2,False
1766,2.0,1,True
1767,1.0,,
1768,2.0,5,False
1769,2.0,3,True
1770,2.0,5,False
1771,1.0,,
1772,2.0,2,True
1773,2.0,2,True
1774,1.0,,
1775,1.0,,
1776,2.0,3,False
1777,1.0,,
1778,2.0,1,True
1779,1.0,,
1780,2.0,1,True
1781,2.0,1,True
1782,2.0,5,True
1783,1.0,,
1784,2.0,3,True
1785,2.0,3,True
1786,2.0,4,False
1787,1.0,,
1788,2.0,5,True
1789,2.0,4,False
1790,2.0,1,False
1791,1.0,,
1792,2.0,2,False
1793,2.0,1,False
1794,2.0,3,True
1795,2.0,4,True
1796,2.0,1,True
1797,2.0,4,False
1798,2.0,2,True
1799,2.0,2,False
1800,2.0,1,True
1801,2.0,5,True
1802,2.0,4,False
1803,2.0,4,True
1804,2.0,1,False
1805,1.0,,
1806,2.0,5,True
1807,2.0,2,True
1808,2.0,4,False
1809,2.0,4,False
1810,1.0,,
1811,1.0,,
1812,1.0,,
1813,2.0,3,True
1814,1.0,,
1815,2.0,5,False
1816,2.0,5,False
1817,1.0,,
1818,2.0,5,True
1819,2.0,2,True
1820,2.0,5,False
1821,2.0,1,False
1822,1.0,,
1823,2.0,3,True
1824,1.0,,
1825,2.0,4,False
1826,1.0,,
1827,1.0,,
1828,2.0,3,False
1829,2.0,4,True
1830,2.0,1,True
1831,2.0,3,True
1832,1.0,,
1833,2.0,4,False
1834,2.0,2,True
1835,2.0,2,True
1836,2.0,4,False
1837,2.0,3,True
1838,1.0,,
1839,1.0,,
1840,1.0,,
1841,2.0,5,True
1842,2.0,3,True
1843,2.0,4,True
1844,2.0,5,True
1845,1.0,,
1846,2.0,4,False
1847,2.0,3,False
1848,2.0,2,False
1849,1.0,,
1850,2.0,1,False
1851,2.0,1,False
1852,2.0,5,False
1853,2.0,3,False
1854,1.0,,
1855,1.0,,
1856,1.0,,
1857,2.0,5,False
1858,2.0,5,True
1859,2.0,1,True
1860,2.0,1,False
1861,2.0,3,True
1862,2.0,3,True
1863,1.0,,
1864,1.0,,
1865,1.0,,
1866,2.0,5,True
1867,2.0,2,True
1868,2.0,3,False
1869,1.0,,
1870,2.0,4,False
1871,2.0,5,True
1872,1.0,,
1873,2.0,2,True
1874,2.0,1,True
1875,2.0,2,False
1876,2.0,1,False
1877,2.0,2,True
1878,2.0,4,False
1879,2.0,5,False
1880,2.0,1,False
1881,2.0,1,False
1882,2.0,4,True
1883,2.0,3,False
1884,1.0,,
1885,1.0,,
1886,2.0,2,True
1887,2.0,5,False
1888,2.0,5,False
1889,1.0,,
1890,2.0,3,True
1891,2.0,3,False
1892,2.0,1,False
1893,2.0,4,False
1894,1.0,,
1895,2.0,5,True
1896,2.0,5,False
1897,2.0,4,False
1898,1.0,,
1899,2.0,3,False
1900,1.0,,
1901,2.0,1,True
1902,2.0,2,True
1903,2.0,1,True
1904,2.0,4,True
1905,2.0,1,False
1906,2.0,2,True
1907,2.0,3,True
1908,1.0,,
1909,2.0,2,True
1910,1.0,,
1911,2.0,1,True
1912,2.0,1,True
1913,2.0,1,True
1914,2.0,4,False
1915,2.0,1,False
1916,1.0,,
1917,1.0,,
1918,2.0,2,True
1919,2.0,3,False
1920,1.0,,
1921,2.0,3,True
1922,1.0,,
1923,2.0,2,True
1924,2.0,1,True
1925,1.0,,
1926,2.0,3,False
1927,2.0,4,True
1928,1.0,,
1929,2.0,5,False
1930,2.0,2,False
1931,2.0,4,True
1932,2.0,2,True
1933,1.0,,
1934,2.0,4,False
1935,2.0,3,False
1936,2.0,2,True
1937,1.0,,
1938,1.0,,
1939,1.0,,
1940,2.0,5,False
1941,1.0,,
1942,2.0,2,False
1943,2.0,4,False
1944,1.0,,
1945,1.0,,
1946,1.0,,
1947,2.0,2,False
1948,1.0,,
1949,1.0,,
1950,2.0,2,False
1951,2.0,5,True
1952,2.0,3,True
1953,2.0,2,False
1954,2.0,5,False
1955,2.0,5,False
1956,2.0,1,False
1957,1.0,,
1958,2.0,5,False
1959,1.0,,
1960,2.0,1,False
1961,1.0,,
1962,2.0,4,True
1963,1.0,,
1964,2.0,1,False
1965,2.0,4,False
1966,2.0,1,True
1967,2.0,5,False
1968,1.0,,
1969,1.0,,
1970,1.0,,
1971,2.0,4,True
1972,2.0,2,True
1973,2.0,5,True
1974,2.0,2,False
1975,2.0,2,False
1976,1.0,,
1977,1.0,,
1978,2.0,2,True
1979,2.0,1,True
1980,2.0,1,True
1981,2.0,5,True
1982,2.0,5,True
1983,2.0,2,True
1984,1.0,,
1985,2.0,2,False
1986,2.0,4,True
1987,1.0,,
1988,2.0,4,False
1989,2.0,1,True
1990,2.0,3,True
1991,2.0,3,False
1992,2.0,3,False
1993,2.0,4,False
1994,2.0,4,False
1995,2.0,4,True
1996,2.0,5,True
1997,2.0,3,False
1998,2.0,2,False
1999,2.0,5,False
2000,1.0,,
2001,2.0,1,False
2002,2.0,1,False
2003,1.0,,
2004,1.0,,
2005,2.0,2,False
2006,2.0,5,False
2007,2.0,3,True
2008,1.0,,
2009,2.0,2,False
2010,2.0,5,False
2011,2.0,2,True
2012,2.0,4,False
2013,1.0,,
2014,2.0,2,True
2015,2.0,1,False
2016,2.0,3,False
2017,1.0,,
2018,2.0,5,True
2019,1.0,,
2020,2.0,2,True
2021,2.0,4,False
2022,2.0,3,False
2023,2.0,5,False
2024,2.0,5,True
2025,2.0,3,False
2026,1.0,,
2027,2.0,3,False
2028,2.0,1,True
2029,1.0,,
2030,2.0,5,True
2031,1.0,,
2032,2.0,2,False
2033,1.0,,
2034,1.0,,
2035,2.0,4,False
2036,1.0,,
2037,2.0,2,False
2038,2.0,1,False
2039,2.0,2,True
2040,2.0,3,True
2041,1.0,,
2042,2.0,3,False
2043,2.0,2,False
2044,1.0,,
2045,2.0,3,False
2046,2.0,2,False
2047,2.0,1,False
2048,1.0,,
2049,2.0,2,False
2050,2.0,5,True
2051,1.0,,
2052,2.0,4,False
2053,2.0,1,False
2054,2.0,1,True
2055,2.0,2,True
2056,2.0,3,True
2057,2.0,4,False
2058,2.0,5,True
2059,1.0,,
2060,2.0,3,True
2061,2.0,1,False
2062,1.0,,
2063,1.0,,
2064,2.0,5,True
2065,2.0,2,True
2066,2.0,1,False
2067,1.0,,
2068,1.0,,
2069,1.0,,
2070,1.0,,
2071,2.0,4,True
2072,2.0,1,True
2073,1.0,,
2074,2.0,5,True
2075,2.0,5,False
2076,1.0,,
2077,2.0,1,True
2078,1.0,,
2079,2.0,4,False
2080,2.0,3,False
2081,1.0,,
2082,1.0,,
2083,2.0,5,True
2084,2.0,1,True
2085,1.0,,
2086,1.0,,
2087,2.0,5,False
2088,2.0,2,True
2089,2.0,2,True
2090,1.0,,
2091,2.0,3,True
2092,2.0,5,False
2093,2.0,5,True
2094,2.0,2,False
2095,2.0,5,False
2096,1.0,,
2097,2.0,5,True
2098,1.0,,
2099,2.0,2,False
2100,2.0,5,False
2101,2.0,3,True
2102,2.0,3,False
2103,1.0,,
2104,2.0,2,True
2105,1.0,,
2106,2.0,4,False
2107,2.0,4,True
2108,2.0,4,False
2109,2.0,5,True
2110,2.0,4,False
2111,2.0,3,False
2112,1.0,,
2113,2.0,4,False
2114,1.0,,
2115,2.0,1,False
2116,1.0,,
2117,2.0,4,False
2118,2.0,4,False
2119,2.0,2,False
2120,2.0,1,True
2121,2.0,2,False
2122,2.0,1,False
2123,2.0,2,True
2124,2.0,4,True
2125,2.0,4,True
2126,2.0,1,False
2127,2.0,1,True
2128,2.0,3,True
2129,2.0,3,True
2130,2.0,1,True
2131,2.0,3,True
2132,1.0,,
2133,2.0,2,False
2134,2.0,4,True
2135,1.0,,
2136,2.0,1,True
2137,2.0,4,False
2138,2.0,2,True
2139,2.0,4,True
2140,2.0,4,False
2141,1.0,,
2142,2.0,5,True
2143,2.0,5,False
2144,1.0,,
2145,2.0,4,False
2146,1.0,,
2147,1.0,,
2148,1.0,,
2149,2.0,4,False
2150,2.0,5,False
2151,2.0,5,True
2152,1.0,,
2153,2.0,3,False
2154,1.0,,
2155,2.0,5,False
2156,1.0,,
2157,2.0,3,False
2158,2.0,3,False
2159,2.0,3,False
2160,1.0,,
2161,2.0,2,True
2162,1.0,,
2163,1.0,,
2164,2.0,5,True
2165,1.0,,
2166,2.0,5,True
2167,2.0,5,False
2168,2.0,2,False
2169,2.0,3,True
2170,2.0,5,False
2171,2.0,2,True
2172,2.0,2,True
2173,2.0,3,True
2174,2.0,5,False
2175,1.0,,
2176,2.0,1,True
2177,2.0,4,False
2178,2.0,3,True
2179,2.0,5,False
2180,2.0,1,True
2181,1.0,,
2182,2.0,5,True
2183,2.0,2,False
2184,2.0,5,False
2185,1.0,,
2186,2.0,1,False
2187,2.0,3,False
2188,2.0,1,False
2189,1.0,,
2190,2.0,1,True
2191,2.0,5,False
2192,2.0,3,True
2193,2.0,4,True
2194,2.0,3,False
2195,2.0,3,True
2196,2.0,4,True
2197,2.0,2,True
2198,1.0,,
2199,2.0,4,True
2200,1.0,,
2201,2.0,4,True
2202,2.0,3,False
2203,1.0,,
2204,2.0,5,True
2205,1.0,,
2206,2.0,1,False
2207,2.0,1,True
2208,2.0,2,True
2209,1.0,,
2210,2.0,3,False
2211,1.0,,
2212,2.0,5,False
2213,1.0,,
2214,2.0,5,False
2215,2.0,3,False
2216,1.0,,
2217,2.0,2,True
2218,1.0,,
2219,2.0,5,False
2220,2.0,4,True
2221,2.0,5,False
2222,2.0,2,True
2223,2.0,2,False
2224,2.0,5,True
2225,2.0,4,False
2226,2.0,1,False
2227,2.0,1,True
2228,2.0,1,False
2229,2.0,2,True
2230,2.0,1,False
2231,1.0,,
2232,2.0,5,True
2233,2.0,2,True
2234,2.0,2,False
2235,2.0,2,False
2236,2.0,1,True
2237,2.0,5,False
2238,1.0,,
2239,2.0,2,False
2240,1.0,,
2241,2.0,5,False
2242,2.0,1,True
2243,2.0,4,True
2244,2.0,2,False
2245,2.0,3,False
2246,1.0,,
2247,2.0,3,True
2248,2.0,5,True
2249,2.0,5,True
2250,1.0,,
2251,1.0,,
2252,2.0,5,False
2253,1.0,,
2254,1.0,,
2255,1.0,,
2256,1.0,,
2257,1.0,,
2258,1.0,,
2259,1.0,,
2260,2.0,5,True
2261,2.0,3,True
2262,1.0,,
2263,2.0,2,True
2264,1.0,,
2265,1.0,,
2266,2.0,5,False
2267,1.0,,
2268,2.0,3,True
2269,2.0,4,True
2270,2.0,4,False
2271,1.0,,
2272,2.0,1,False
2273,2.0,4,False
2274,2.0,5,True
2275,2.0,4,True
2276,2.0,2,True
2277,2.0,5,False
2278,1.0,,
2279,2.0,3,False
2280,1.0,,
2281,2.0,5,False
2282,2.0,5,False
2283,1.0,,
2284,1.0,,
2285,1.0,,
2286,1.0,,
2287,2.0,1,True
2288,2.0,4,True
2289,2.0,3,True
2290,2.0,2,False
2291,2.0,4,False
2292,2.0,2,True
2293,2.0,4,False
2294,2.0,4,True
2295,2.0,3,False
2296,1.0,,
2297,1.0,,
2298,2.0,2,False
2299,1.0,,
2300,2.0,5,True
2301,1.0,,
2302,2.0,5,True
2303,1.0,,
2304,2.0,3,False
2305,2.0,5,True
2306,2.0,4,False
2307,2.0,3,True
2308,2.0,1,True
2309,2.0,5,False
2310,2.0,5,False
2311,1.0,,
2312,2.0,1,False
2313,2.0,5,False
2314,2.0,2,True
2315,2.0,4,True
2316,1.0,,
2317,1.0,,
2318,2.0,5,True
2319,2.0,5,False
2320,2.0,5,True
2321,2.0,5,True
2322,2.0,3,False
2323,1.0,,
2324,2.0,1,True
2325,1.0,,
2326,2.0,2,False
2327,2.0,1,False
2328,1.0,,
2329,1.0,,
2330,2.0,5,True
2331,2.0,2,True
2332,1.0,,
2333,2.0,1,False
2334,2.0,3,True
2335,2.0,5,False
2336,1.0,,
2337,2.0,4,False
2338,1.0,,
2339,1.0,,
2340,2.0,4,True
2341,2.0,1,False
2342,1.0,,
2343,1.0,,
2344,2.0,1,True
2345,1.0,,
2346,1.0,,
2347,2.0,3,False
2348,2.0,1,True
2349,2.0,1,True
2350,1.0,,
2351,1.0,,
2352,2.0,1,False
2353,1.0,,
2354,2.0,2,True
2355,1.0,,
2356,2.0,3,True
2357,2.0,5,False
2358,1.0,,
2359,2.0,4,False
2360,2.0,1,False
2361,2.0,4,True
2362,2.0,5,False
2363,2.0,1,True
2364,2.0,3,True
2365,1.0,,
2366,1.0,,
2367,2.0,2,False
2368,2.0,3,True
2369,1.0,,
2370,2.0,3,False
2371,2.0,4,True
2372,1.0,,
2373,2.0,2,True
2374,2.0,4,False
2375,2.0,2,True
2376,2.0,3,False
2377,2.0,5,False
2378,1.0,,
2379,2.0,1,False
2380,2.0,3,False
2381,2.0,4,False
2382,1.0,,
2383,2.0,1,False
2384,1.0,,
2385,2.0,3,True
2386,2.0,1,True
2387,1.0,,
2388,2.0,2,False
2389,1.0,,
2390,1.0,,
2391,2.0,2,True
2392,2.0,5,True
2393,2.0,1,True
2394,1.0,,
2395,2.0,4,False
2396,2.0,4,True
2397,2.0,4,True
2398,2.0,5,False
2399,1.0,,
2400,2.0,3,False
2401,2.0,4,False
2402,2.0,2,False
2403,2.0,5,False
2404,2.0,4,True
2405,1.0,,
2406,2.0,1,True
2407,1.0,,
2408,1.0,,
2409,2.0,3,False
2410,1.0,,
2411,2.0,2,False
2412,1.0,,
2413,2.0,4,False
2414,2.0,1,True
2415,1.0,,
2416,2.0,3,True
2417,1.0,,
2418,2.0,1,True
2419,2.0,4,False
2420,1.0,,
2421,2.0,5,False
2422,2.0,5,False
2423,1.0,,
2424,2.0,1,False
2425,2.0,5,True
2426,2.0,4,False
2427,1.0,,
2428,2.0,4,False
2429,1.0,,
2430,1.0,,
2431,2.0,5,True
2432,2.0,4,False
2433,1.0,,
2434,2.0,1,False
2435,2.0,1,False
2436,1.0,,
2437,2.0,4,True
2438,2.0,3,False
2439,1.0,,
2440,2.0,3,False
2441,2.0,1,True
2442,2.0,1,False
2443,2.0,5,False
2444,1.0,,
2445,2.0,4,True
2446,2.0,1,True
2447,2.0,4,True
2448,2.0,3,True
2449,1.0,,
2450,2.0,1,False
2451,2.0,5,False
2452,1.0,,
2453,1.0,,
2454,1.0,,
2455,2.0,3,False
2456,2.0,4,False
2457,2.0,3,True
2458,2.0,4,False
2459,2.0,1,False
2460,1.0,,
2461,2.0,2,False
2462,2.0,3,True
2463,1.0,,
2464,2.0,3,False
2465,2.0,2,False
2466,1.0,,
2467,2.0,1,True
2468,2.0,4,False
2469,1.0,,
2470,2.0,5,True
2471,2.0,5,False
2472,1.0,,
2473,1.0,,
2474,2.0,3,False
2475,1.0,,
2476,2.0,2,False
2477,2.0,5,True
2478,2.0,1,False
2479,2.0,5,True
2480,1.0,,
2481,2.0,1,False
2482,2.0,4,True
2483,1.0,,
2484,2.0,3,False
2485,2.0,2,False
2486,2.0,3,False
2487,1.0,,
2488,2.0,2,False
2489,1.0,,
2490,1.0,,
2491,2.0,3,True
2492,2.0,3,True
2493,2.0,2,True
2494,2.0,4,True
2495,2.0,4,False
2496,2.0,5,False
2497,2.0,4,True
2498,1.0,,
2499,1.0,,
2500,1.0,,
2501,2.0,5,True
2502,2.0,4,True
2503,2.0,5,True
2504,1.0,,
2505,2.0,4,False
2506,2.0,1,False
2507,2.0,3,True
2508,1.0,,
2509,2.0,3,True
2510,2.0,2,True
2511,2.0,2,True
2512,1.0,,
2513,2.0,2,False
2514,2.0,2,True
2515,1.0,,
2516,2.0,3,False
2517,2.0,3,False
2518,1.0,,
2519,2.0,2,False
2520,2.0,1,True
2521,2.0,1,False
2522,1.0,,
2523,2.0,5,False
2524,2.0,4,True
2525,1.0,,
2526,1.0,,
2527,2.0,3,True
2528,1.0,,
2529,1.0,,
2530,2.0,2,False
2531,2.0,4,True
2532,2.0,5,False
2533,2.0,2,True
2534,2.0,3,True
2535,2.0,3,True
2536,2.0,1,True
2537,1.0,,
2538,2.0,4,False
2539,1.0,,
2540,1.0,,
2541,2.0,1,False
2542,2.0,5,False
2543,1.0,,
2544,2.0,1,True
2545,2.0,3,False
2546,1.0,,
2547,2.0,4,False
2548,2.0,4,False
2549,2.0,1,False
2550,2.0,4,False
2551,2.0,4,False
2552,1.0,,
2553,2.0,2,False
2554,2.0,4,True
2555,2.0,1,False
2556,2.0,5,True
2557,1.0,,
2558,2.0,1,True
2559,2.0,2,False
2560,1.0,,
2561,1.0,,
2562,1.0,,
2563,1.0,,
2564,2.0,4,False
2565,2.0,1,True
2566,2.0,2,True
2567,2.0,1,False
2568,2.0,4,False
2569,2.0,4,True
2570,1.0,,
2571,2.0,2,False
2572,2.0,3,True
2573,2.0,5,True
2574,1.0,,
2575,2.0,2,False
2576,2.0,2,True
2577,2.0,1,False
2578,2.0,3,True
2579,2.0,1,True
2580,1.0,,
2581,1.0,,
2582,1.0,,
2583,2.0,3,False
2584,1.0,,
2585,2.0,1,False
2586,1.0,,
2587,1.0,,
2588,1.0,,
2589,2.0,4,False
2590,2.0,1,False
2591,1.0,,
2592,2.0,1,True
2593,2.0,5,True
2594,2.0,1,False
2595,2.0,4,False
2596,2.0,1,False
2597,2.0,1,False
2598,2.0,3,False
2599,1.0,,
2600,2.0,5,False
2601,2.0,5,False
2602,2.0,2,False
2603,2.0,2,True
2604,2.0,5,True
2605,1.0,,
2606,2.0,3,False
2607,2.0,1,False
2608,2.0,3,True
2609,1.0,,
2610,1.0,,
2611,2.0,1,True
2612,2.0,3,True
2613,1.0,,
2614,2.0,4,False
2615,2.0,5,False
2616,2.0,3,True
2617,2.0,3,True
2618,1.0,,
2619,2.0,2,False
2620,1.0,,
2621,2.0,4,True
2622,2.0,2,False
2623,2.0,3,True
2624,2.0,2,False
2625,2.0,1,True
2626,2.0,4,False
2627,2.0,5,False
2628,1.0,,
2629,2.0,3,False
2630,1.0,,
2631,1.0,,
2632,1.0,,
2633,2.0,3,False
2634,1.0,,
2635,1.0,,
2636,2.0,4,False
2637,2.0,1,True
2638,2.0,5,False
2639,2.0,4,True
2640,1.0,,
2641,1.0,,
2642,2.0,2,False
2643,2.0,3,False
2644,1.0,,
2645,1.0,,
2646,2.0,2,False
2647,2.0,3,False
2648,1.0,,
2649,2.0,5,False
2650,2.0,4,True
2651,1.0,,
2652,2.0,3,True
2653,2.0,4,True
2654,2.0,1,False
2655,1.0,,
2656,2.0,1,True
2657,1.0,,
2658,2.0,5,True
2659,2.0,3,True
2660,2.0,1,False
2661,2.0,5,False
2662,2.0,5,True
2663,2.0,1,True
2664,1.0,,
2665,2.0,2,True
2666,2.0,5,True
2667,2.0,5,False
2668,1.0,,
2669,1.0,,
2670,2.0,5,True
2671,1.0,,
2672,1.0,,
2673,2.0,5,True
2674,2.0,2,False
2675,2.0,3,False
2676,2.0,4,True
2677,2.0,5,False
2678,2.0,5,False
2679,1.0,,
2680,2.0,1,True
2681,1.0,,
2682,1.0,,
2683,2.0,5,True
2684,2.0,5,False
2685,2.0,1,False
2686,2.0,3,True
2687,2.0,4,False
2688,1.0,,
2689,2.0,5,True
2690,2.0,2,False
2691,2.0,1,False
2692,2.0,1,False
2693,1.0,,
2694,2.0,1,True
2695,2.0,2,False
2696,1.0,,
2697,2.0,5,False
2698,1.0,,
2699,2.0,3,True
2700,1.0,,
2701,2.0,4,True
2702,2.0,4,True
2703,2.0,2,False
2704,1.0,,
2705,2.0,2,True
2706,2.0,2,True
2707,2.0,4,True
2708,1.0,,
2709,1.0,,
2710,2.0,4,False
2711,2.0,1,False
2712,2.0,1,True
2713,2.0,3,False
2714,2.0,2,True
2715,1.0,,
2716,2.0,1,False
2717,2.0,3,True
2718,2.0,4,False
2719,2.0,2,False
2720,2.0,4,False
2721,2.0,1,True
2722,2.0,4,False
2723,2.0,2,True
2724,2.0,5,False
2725,1.0,,
2726,1.0,,
2727,1.0,,
2728,1.0,,
2729,1.0,,
2730,1.0,,
2731,2.0,4,True
2732,2.0,3,False
2733,2.0,2,False
2734,2.0,2,False
2735,2.0,2,False
2736,2.0,3,True
2737,2.0,1,False
2738,2.0,3,False
2739,2.0,5,False
2740,2.0,5,False
2741,2.0,1,True
2742,1.0,,
2743,1.0,,
2744,2.0,2,False
2745,2.0,3,False
2746,2.0,5,True
2747,2.0,1,True
2748,2.0,2,True
2749,2.0,5,False
2750,1.0,,
2751,2.0,2,False
2752,2.0,2,False
2753,2.0,1,True
2754,2.0,1,False
2755,2.0,3,False
2756,2.0,1,True
2757,1.0,,
2758,2.0,2,True
2759,2.0,2,False
2760,1.0,,
2761,1.0,,
2762,2.0,2,False
2763,2.0,3,False
2764,2.0,3,True
2765,2.0,4,True
2766,2.0,2,False
2767,2.0,4,False
2768,2.0,5,False
2769,2.0,1,False
2770,2.0,5,False
2771,2.0,5,False
2772,2.0,3,True
2773,2.0,4,True
2774,2.0,1,True
2775,2.0,5,False
2776,2.0,3,True
2777,2.0,5,True
2778,2.0,1,True
2779,2.0,1,True
2780,2.0,4,False
2781,2.0,1,False
2782,2.0,3,True
2783,2.0,3,True
2784,2.0,5,True
2785,2.0,2,False
2786,1.0,,
2787,2.0,5,False
2788,2.0,1,True
2789,1.0,,
2790,2.0,1,True
2791,1.0,,
2792,2.0,4,True
