Host_Death_Time,Host_Build,Level,Phase,Waterflow_Death,Health_Pct,Location,Phantom_Count,Phantom_Build,Phantom_Death
274.0,PROC_MELEE,165.0,2.0,True,83.0,INNER,2.0,PROC_CAST,False
92.0,RAW_MELEE,156.0,1.0,False,62.0,CENTER,2.0,PROC_MELEE,True
193.0,HYBRID,148.0,2.0,True,39.0,INNER,1.0,,
279.0,RAW_MELEE,131.0,1.0,False,36.0,INNER,2.0,HYBRID,True
84.0,RAW_CAST,163.0,2.0,False,12.0,OUTER,2.0,RAW_CAST,True
202.0,RAW_MELEE,160.0,2.0,False,11.0,INNER,2.0,RAW_MELEE,True
282.0,PROC_CAST,177.0,1.0,False,84.0,CENTER,1.0,,
70.0,PROC_MELEE,172.0,1.0,True,82.0,OUTER,2.0,HYBRID,False
235.0,HYBRID,144.0,1.0,True,41.0,OUTER,2.0,PROC_MELEE,True
51.0,HYBRID,134.0,1.0,False,15.0,OUTER,1.0,,
43.0,RAW_MELEE,148.0,1.0,False,15.0,OUTER,2.0,PROC_CAST,True
165.0,RAW_MELEE,156.0,2.0,False,11.0,INNER,1.0,,
67.0,RAW_CAST,165.0,1.0,True,76.0,OUTER,2.0,PROC_MELEE,True
232.0,PROC_CAST,144.0,2.0,False,36.0,OUTER,2.0,RAW_MELEE,False
280.0,PROC_CAST,165.0,2.0,True,11.0,INNER,1.0,,
282.0,HYBRID,136.0,2.0,True,41.0,OUTER,2.0,RAW_CAST,True
163.0,RAW_CAST,163.0,1.0,True,54.0,INNER,2.0,RAW_MELEE,False
297.0,PROC_MELEE,157.0,1.0,False,87.0,CENTER,2.0,PROC_MELEE,True
112.0,PROC_CAST,176.0,1.0,False,9.0,OUTER,2.0,RAW_MELEE,True
162.0,PROC_MELEE,148.0,2.0,True,41.0,INNER,2.0,HYBRID,False
218.0,RAW_CAST,166.0,2.0,True,63.0,INNER,1.0,,
298.0,RAW_CAST,152.0,1.0,True,83.0,OUTER,2.0,RAW_CAST,True
127.0,PROC_CAST,165.0,2.0,True,70.0,CENTER,2.0,RAW_CAST,True
292.0,PROC_MELEE,140.0,1.0,False,38.0,OUTER,2.0,PROC_CAST,True
228.0,RAW_MELEE,148.0,2.0,False,51.0,CENTER,2.0,RAW_MELEE,False
268.0,RAW_MELEE,121.0,2.0,False,67.0,CENTER,2.0,RAW_CAST,False
91.0,PROC_CAST,174.0,2.0,True,21.0,OUTER,2.0,RAW_MELEE,False
141.0,HYBRID,150.0,2.0,False,62.0,INNER,2.0,RAW_CAST,False
106.0,PROC_CAST,120.0,1.0,False,45.0,CENTER,2.0,RAW_CAST,True
276.0,PROC_CAST,148.0,2.0,True,52.0,CENTER,2.0,HYBRID,True
90.0,PROC_CAST,156.0,1.0,False,35.0,CENTER,1.0,,
76.0,RAW_MELEE,158.0,1.0,True,50.0,CENTER,2.0,HYBRID,True
24.0,HYBRID,139.0,1.0,False,83.0,INNER,2.0,RAW_CAST,False
114.0,HYBRID,157.0,1.0,True,81.0,OUTER,2.0,PROC_CAST,True
274.0,RAW_CAST,124.0,2.0,False,28.0,INNER,1.0,,
106.0,HYBRID,126.0,2.0,False,46.0,OUTER,1.0,,
244.0,RAW_MELEE,122.0,2.0,True,15.0,INNER,2.0,RAW_MELEE,False
41.0,HYBRID,136.0,1.0,True,52.0,INNER,1.0,,
267.0,PROC_MELEE,152.0,2.0,False,79.0,OUTER,1.0,,
56.0,RAW_MELEE,140.0,2.0,True,19.0,CENTER,2.0,PROC_MELEE,True
60.0,HYBRID,180.0,2.0,False,66.0,OUTER,1.0,,
274.0,PROC_MELEE,135.0,2.0,True,52.0,CENTER,2.0,HYBRID,False
115.0,PROC_MELEE,130.0,2.0,False,68.0,CENTER,2.0,HYBRID,False
202.0,PROC_CAST,124.0,2.0,True,12.0,CENTER,2.0,PROC_CAST,False
160.0,PROC_CAST,124.0,2.0,True,81.0,CENTER,2.0,HYBRID,True
219.0,PROC_CAST,129.0,1.0,False,62.0,INNER,1.0,,
276.0,PROC_MELEE,153.0,1.0,True,20.0,INNER,1.0,,
149.0,RAW_CAST,165.0,2.0,True,9.0,OUTER,2.0,RAW_MELEE,True
56.0,RAW_CAST,136.0,1.0,False,26.0,CENTER,1.0,,
179.0,PROC_MELEE,176.0,2.0,False,40.0,INNER,2.0,RAW_MELEE,False
91.0,HYBRID,150.0,2.0,True,76.0,OUTER,1.0,,
232.0,HYBRID,147.0,1.0,True,22.0,OUTER,1.0,,
106.0,HYBRID,140.0,1.0,False,68.0,CENTER,1.0,,
271.0,RAW_CAST,172.0,1.0,True,37.0,INNER,2.0,PROC_MELEE,False
265.0,PROC_CAST,168.0,2.0,True,37.0,INNER,2.0,PROC_CAST,False
156.0,PROC_CAST,147.0,1.0,True,79.0,INNER,2.0,PROC_MELEE,False
165.0,HYBRID,143.0,2.0,False,65.0,OUTER,2.0,RAW_MELEE,True
224.0,RAW_CAST,166.0,1.0,False,52.0,OUTER,2.0,RAW_CAST,False
199.0,RAW_MELEE,160.0,2.0,False,17.0,INNER,2.0,PROC_CAST,True
226.0,RAW_CAST,162.0,1.0,False,88.0,OUTER,2.0,RAW_CAST,False
277.0,PROC_MELEE,125.0,1.0,False,38.0,INNER,2.0,HYBRID,True
44.0,PROC_CAST,142.0,2.0,False,23.0,CENTER,1.0,,
99.0,RAW_MELEE,143.0,2.0,True,71.0,INNER,1.0,,
142.0,RAW_MELEE,142.0,2.0,False,51.0,INNER,1.0,,
64.0,HYBRID,136.0,1.0,False,65.0,INNER,2.0,PROC_CAST,False
188.0,RAW_MELEE,162.0,2.0,True,10.0,OUTER,2.0,HYBRID,True
256.0,HYBRID,143.0,2.0,True,45.0,OUTER,1.0,,
276.0,HYBRID,167.0,2.0,False,6.0,OUTER,1.0,,
106.0,HYBRID,167.0,1.0,False,16.0,OUTER,2.0,RAW_MELEE,False
278.0,RAW_MELEE,129.0,2.0,False,56.0,CENTER,2.0,RAW_MELEE,False
139.0,PROC_MELEE,164.0,1.0,False,69.0,INNER,2.0,PROC_MELEE,True
167.0,RAW_CAST,149.0,1.0,False,41.0,INNER,1.0,,
30.0,RAW_CAST,147.0,1.0,True,92.0,INNER,1.0,,
104.0,HYBRID,160.0,2.0,True,41.0,INNER,2.0,RAW_CAST,False
200.0,PROC_MELEE,141.0,1.0,True,7.0,INNER,2.0,HYBRID,True
84.0,PROC_MELEE,168.0,2.0,False,87.0,OUTER,2.0,RAW_CAST,False
88.0,HYBRID,121.0,1.0,False,23.0,INNER,2.0,HYBRID,True
260.0,PROC_CAST,163.0,1.0,True,37.0,CENTER,2.0,PROC_MELEE,False
256.0,HYBRID,130.0,2.0,True,65.0,CENTER,2.0,HYBRID,False
253.0,RAW_MELEE,150.0,1.0,True,47.0,CENTER,2.0,PROC_MELEE,False
141.0,RAW_MELEE,171.0,2.0,False,65.0,INNER,2.0,PROC_MELEE,True
195.0,RAW_CAST,138.0,2.0,True,8.0,INNER,2.0,RAW_CAST,False
47.0,PROC_CAST,147.0,1.0,False,70.0,INNER,1.0,,
180.0,PROC_MELEE,152.0,2.0,True,37.0,CENTER,2.0,RAW_MELEE,False
247.0,PROC_CAST,152.0,2.0,True,67.0,INNER,2.0,PROC_CAST,False
77.0,RAW_CAST,172.0,2.0,False,28.0,INNER,2.0,PROC_CAST,False
142.0,HYBRID,174.0,2.0,True,91.0,INNER,1.0,,
20.0,RAW_MELEE,176.0,2.0,False,75.0,OUTER,2.0,RAW_MELEE,False
224.0,PROC_MELEE,126.0,1.0,True,89.0,CENTER,2.0,HYBRID,True
271.0,HYBRID,161.0,1.0,True,63.0,CENTER,2.0,HYBRID,True
145.0,PROC_CAST,164.0,2.0,True,58.0,OUTER,2.0,RAW_CAST,True
274.0,PROC_CAST,159.0,2.0,True,7.0,INNER,1.0,,
137.0,PROC_CAST,162.0,2.0,True,60.0,OUTER,2.0,HYBRID,False
287.0,RAW_CAST,137.0,1.0,False,74.0,OUTER,1.0,,
118.0,RAW_CAST,149.0,2.0,True,35.0,OUTER,2.0,PROC_MELEE,True
35.0,HYBRID,171.0,1.0,True,85.0,INNER,2.0,PROC_MELEE,False
11.0,PROC_MELEE,159.0,2.0,False,86.0,CENTER,1.0,,
260.0,RAW_CAST,143.0,2.0,True,84.0,OUTER,1.0,,
124.0,PROC_MELEE,170.0,1.0,True,75.0,CENTER,2.0,HYBRID,True
225.0,PROC_MELEE,133.0,2.0,True,24.0,OUTER,2.0,PROC_MELEE,True
85.0,RAW_CAST,137.0,1.0,True,27.0,OUTER,1.0,,
32.0,PROC_MELEE,150.0,1.0,False,88.0,CENTER,1.0,,
35.0,RAW_MELEE,180.0,2.0,False,91.0,INNER,2.0,RAW_MELEE,False
115.0,RAW_MELEE,142.0,1.0,True,37.0,OUTER,2.0,RAW_CAST,False
242.0,PROC_CAST,131.0,2.0,False,38.0,OUTER,1.0,,
252.0,PROC_CAST,140.0,2.0,False,33.0,CENTER,2.0,HYBRID,False
169.0,HYBRID,140.0,2.0,False,45.0,CENTER,2.0,PROC_MELEE,True
86.0,PROC_MELEE,156.0,2.0,True,40.0,CENTER,2.0,PROC_MELEE,False
241.0,PROC_CAST,174.0,2.0,False,6.0,INNER,2.0,HYBRID,True
262.0,HYBRID,163.0,1.0,False,14.0,INNER,1.0,,
51.0,HYBRID,135.0,1.0,True,73.0,CENTER,1.0,,
287.0,PROC_CAST,148.0,2.0,False,57.0,OUTER,2.0,HYBRID,False
51.0,PROC_CAST,154.0,1.0,False,40.0,CENTER,1.0,,
203.0,PROC_MELEE,120.0,1.0,False,20.0,CENTER,1.0,,
165.0,PROC_MELEE,120.0,1.0,False,80.0,INNER,2.0,PROC_CAST,True
283.0,RAW_MELEE,126.0,1.0,True,12.0,CENTER,2.0,RAW_MELEE,True
261.0,PROC_MELEE,171.0,1.0,False,17.0,CENTER,2.0,PROC_CAST,False
143.0,PROC_CAST,139.0,2.0,True,85.0,CENTER,2.0,RAW_MELEE,False
285.0,RAW_MELEE,129.0,1.0,False,50.0,CENTER,1.0,,
270.0,RAW_MELEE,143.0,2.0,False,16.0,CENTER,1.0,,
51.0,HYBRID,174.0,1.0,True,92.0,CENTER,2.0,HYBRID,False
299.0,RAW_CAST,121.0,1.0,False,71.0,OUTER,2.0,HYBRID,False
115.0,HYBRID,135.0,2.0,False,14.0,CENTER,1.0,,
235.0,PROC_CAST,137.0,1.0,True,87.0,INNER,2.0,HYBRID,False
171.0,HYBRID,148.0,2.0,False,68.0,INNER,1.0,,
152.0,RAW_CAST,163.0,2.0,True,76.0,OUTER,1.0,,
134.0,RAW_MELEE,144.0,1.0,False,65.0,CENTER,1.0,,
272.0,RAW_MELEE,167.0,1.0,False,51.0,INNER,2.0,PROC_MELEE,False
186.0,RAW_CAST,130.0,2.0,False,68.0,OUTER,2.0,RAW_CAST,False
43.0,RAW_MELEE,167.0,2.0,True,76.0,CENTER,1.0,,
200.0,PROC_MELEE,147.0,2.0,True,43.0,OUTER,1.0,,
300.0,RAW_MELEE,137.0,2.0,True,88.0,INNER,1.0,,
264.0,PROC_CAST,152.0,1.0,True,47.0,CENTER,2.0,PROC_CAST,False
262.0,HYBRID,135.0,2.0,True,55.0,OUTER,2.0,RAW_MELEE,True
70.0,PROC_MELEE,126.0,2.0,True,66.0,CENTER,1.0,,
266.0,RAW_CAST,124.0,2.0,True,64.0,INNER,1.0,,
163.0,PROC_CAST,173.0,1.0,True,31.0,OUTER,2.0,PROC_CAST,False
67.0,PROC_CAST,164.0,1.0,True,23.0,CENTER,1.0,,
221.0,HYBRID,123.0,1.0,False,77.0,OUTER,2.0,HYBRID,True
148.0,RAW_MELEE,134.0,1.0,False,20.0,CENTER,1.0,,
278.0,PROC_MELEE,127.0,2.0,False,32.0,CENTER,1.0,,
272.0,RAW_MELEE,120.0,2.0,False,13.0,INNER,1.0,,
246.0,HYBRID,161.0,1.0,False,72.0,OUTER,2.0,RAW_MELEE,False
173.0,RAW_MELEE,132.0,1.0,True,20.0,INNER,2.0,PROC_MELEE,False
262.0,PROC_MELEE,122.0,2.0,False,7.0,CENTER,1.0,,
64.0,PROC_MELEE,145.0,1.0,True,14.0,CENTER,1.0,,
74.0,PROC_MELEE,128.0,1.0,False,14.0,OUTER,1.0,,
173.0,RAW_CAST,167.0,1.0,False,76.0,OUTER,2.0,PROC_MELEE,True
193.0,PROC_CAST,138.0,2.0,False,34.0,OUTER,2.0,RAW_CAST,False
256.0,RAW_CAST,168.0,2.0,True,20.0,OUTER,2.0,PROC_MELEE,False
216.0,PROC_CAST,163.0,2.0,True,85.0,OUTER,2.0,RAW_CAST,True
90.0,RAW_MELEE,146.0,2.0,False,59.0,CENTER,2.0,RAW_MELEE,True
66.0,RAW_MELEE,172.0,1.0,True,26.0,CENTER,2.0,PROC_MELEE,True
48.0,PROC_CAST,180.0,2.0,False,27.0,CENTER,1.0,,
62.0,RAW_MELEE,129.0,1.0,False,32.0,CENTER,1.0,,
251.0,HYBRID,137.0,1.0,False,6.0,INNER,2.0,RAW_MELEE,False
121.0,HYBRID,173.0,2.0,True,17.0,CENTER,1.0,,
88.0,RAW_MELEE,127.0,1.0,False,29.0,INNER,1.0,,
263.0,RAW_CAST,165.0,2.0,True,48.0,OUTER,2.0,RAW_CAST,True
83.0,RAW_MELEE,176.0,1.0,True,35.0,CENTER,2.0,HYBRID,True
175.0,PROC_CAST,142.0,1.0,True,9.0,CENTER,2.0,RAW_MELEE,False
38.0,RAW_MELEE,166.0,2.0,True,59.0,CENTER,1.0,,
133.0,PROC_CAST,121.0,2.0,False,75.0,CENTER,2.0,RAW_MELEE,False
125.0,HYBRID,155.0,1.0,True,46.0,INNER,1.0,,
273.0,RAW_MELEE,139.0,1.0,False,36.0,INNER,2.0,RAW_MELEE,True
22.0,RAW_CAST,123.0,1.0,False,80.0,INNER,2.0,RAW_CAST,False
71.0,HYBRID,173.0,2.0,False,57.0,OUTER,1.0,,
164.0,PROC_CAST,178.0,1.0,False,75.0,INNER,2.0,RAW_MELEE,True
246.0,PROC_CAST,157.0,2.0,True,55.0,OUTER,2.0,RAW_MELEE,False
257.0,PROC_CAST,156.0,2.0,False,69.0,CENTER,1.0,,
284.0,RAW_MELEE,137.0,2.0,False,8.0,INNER,2.0,PROC_CAST,False
256.0,PROC_CAST,149.0,2.0,False,82.0,INNER,2.0,RAW_MELEE,True
156.0,RAW_MELEE,166.0,2.0,True,23.0,INNER,1.0,,
29.0,RAW_CAST,148.0,2.0,False,91.0,CENTER,2.0,HYBRID,True
285.0,RAW_MELEE,139.0,1.0,True,7.0,CENTER,2.0,HYBRID,True
125.0,PROC_MELEE,141.0,2.0,False,60.0,CENTER,2.0,PROC_MELEE,False
265.0,PROC_CAST,163.0,1.0,False,58.0,OUTER,2.0,RAW_MELEE,True
159.0,RAW_MELEE,126.0,1.0,False,56.0,OUTER,1.0,,
132.0,PROC_MELEE,142.0,1.0,False,7.0,INNER,2.0,RAW_MELEE,True
89.0,RAW_MELEE,120.0,2.0,False,88.0,CENTER,2.0,PROC_CAST,False
283.0,HYBRID,142.0,1.0,False,11.0,OUTER,2.0,PROC_MELEE,True
145.0,RAW_CAST,158.0,2.0,True,50.0,INNER,1.0,,
169.0,RAW_CAST,148.0,2.0,True,77.0,CENTER,1.0,,
146.0,PROC_CAST,142.0,1.0,False,51.0,INNER,2.0,PROC_MELEE,False
171.0,RAW_CAST,178.0,2.0,True,36.0,INNER,2.0,HYBRID,False
152.0,PROC_MELEE,170.0,2.0,True,14.0,OUTER,1.0,,
201.0,PROC_CAST,166.0,2.0,False,26.0,OUTER,1.0,,
258.0,RAW_CAST,142.0,1.0,True,9.0,OUTER,2.0,RAW_MELEE,False
245.0,PROC_CAST,174.0,2.0,False,73.0,OUTER,1.0,,
136.0,HYBRID,179.0,2.0,True,10.0,CENTER,2.0,RAW_CAST,True
120.0,PROC_MELEE,154.0,1.0,False,29.0,CENTER,1.0,,
184.0,RAW_MELEE,166.0,1.0,True,60.0,CENTER,1.0,,
290.0,PROC_CAST,169.0,1.0,True,24.0,CENTER,2.0,PROC_CAST,True
178.0,PROC_MELEE,147.0,1.0,False,63.0,CENTER,2.0,HYBRID,False
184.0,RAW_MELEE,170.0,1.0,False,85.0,OUTER,2.0,RAW_MELEE,True
107.0,RAW_MELEE,135.0,2.0,True,49.0,CENTER,2.0,HYBRID,False
107.0,PROC_CAST,147.0,1.0,False,76.0,INNER,2.0,PROC_CAST,False
262.0,RAW_MELEE,135.0,2.0,False,71.0,CENTER,2.0,PROC_MELEE,False
75.0,RAW_CAST,176.0,2.0,True,72.0,OUTER,1.0,,
175.0,PROC_CAST,164.0,2.0,False,19.0,OUTER,1.0,,
294.0,PROC_MELEE,144.0,2.0,True,75.0,INNER,1.0,,
176.0,RAW_CAST,180.0,1.0,True,50.0,INNER,2.0,PROC_MELEE,True
241.0,PROC_MELEE,124.0,1.0,False,16.0,OUTER,2.0,PROC_CAST,False
43.0,RAW_CAST,179.0,1.0,True,86.0,CENTER,1.0,,
213.0,RAW_MELEE,136.0,2.0,True,58.0,CENTER,2.0,PROC_MELEE,False
62.0,RAW_CAST,140.0,1.0,False,37.0,OUTER,1.0,,
243.0,PROC_CAST,123.0,1.0,True,67.0,OUTER,2.0,RAW_MELEE,True
164.0,HYBRID,151.0,1.0,False,48.0,INNER,1.0,,
272.0,PROC_CAST,139.0,2.0,False,45.0,CENTER,2.0,PROC_CAST,False
218.0,RAW_MELEE,143.0,2.0,True,46.0,INNER,1.0,,
98.0,PROC_CAST,136.0,1.0,False,81.0,OUTER,2.0,HYBRID,True
182.0,PROC_CAST,128.0,2.0,True,45.0,OUTER,2.0,RAW_CAST,False
244.0,HYBRID,171.0,2.0,True,65.0,CENTER,2.0,HYBRID,False
182.0,PROC_MELEE,151.0,1.0,False,53.0,CENTER,1.0,,
73.0,HYBRID,139.0,1.0,False,68.0,OUTER,2.0,RAW_CAST,True
71.0,PROC_CAST,131.0,1.0,False,28.0,OUTER,2.0,PROC_MELEE,False
53.0,HYBRID,163.0,2.0,True,70.0,OUTER,2.0,RAW_CAST,True
250.0,PROC_CAST,159.0,1.0,True,26.0,INNER,1.0,,
53.0,RAW_CAST,177.0,1.0,True,44.0,CENTER,1.0,,
85.0,PROC_CAST,149.0,1.0,False,80.0,INNER,2.0,RAW_CAST,True
53.0,RAW_MELEE,133.0,1.0,False,37.0,CENTER,1.0,,
292.0,RAW_MELEE,179.0,1.0,True,59.0,INNER,2.0,PROC_MELEE,False
228.0,PROC_CAST,128.0,2.0,True,79.0,OUTER,2.0,RAW_CAST,True
59.0,RAW_MELEE,141.0,2.0,False,55.0,CENTER,1.0,,
83.0,RAW_CAST,157.0,2.0,False,68.0,CENTER,2.0,PROC_CAST,False
216.0,RAW_MELEE,175.0,1.0,True,7.0,INNER,2.0,PROC_MELEE,True
298.0,RAW_MELEE,139.0,2.0,False,47.0,CENTER,2.0,HYBRID,True
119.0,RAW_MELEE,126.0,1.0,True,9.0,INNER,1.0,,
246.0,PROC_MELEE,162.0,2.0,True,36.0,OUTER,2.0,PROC_CAST,True
253.0,RAW_CAST,151.0,2.0,True,36.0,INNER,2.0,PROC_MELEE,True
80.0,RAW_MELEE,162.0,2.0,False,12.0,INNER,2.0,RAW_MELEE,True
69.0,RAW_MELEE,141.0,2.0,True,32.0,INNER,2.0,HYBRID,False
179.0,RAW_MELEE,170.0,1.0,True,63.0,INNER,2.0,PROC_MELEE,False
71.0,RAW_MELEE,140.0,2.0,False,13.0,INNER,2.0,PROC_MELEE,True
159.0,PROC_CAST,136.0,1.0,True,90.0,CENTER,1.0,,
114.0,PROC_CAST,155.0,1.0,True,7.0,CENTER,2.0,RAW_MELEE,True
211.0,PROC_CAST,127.0,1.0,True,16.0,CENTER,1.0,,
208.0,RAW_CAST,133.0,1.0,False,92.0,INNER,2.0,RAW_CAST,True
123.0,RAW_CAST,167.0,1.0,True,52.0,CENTER,1.0,,
46.0,RAW_CAST,152.0,2.0,False,10.0,INNER,1.0,,
296.0,RAW_CAST,179.0,1.0,False,70.0,INNER,1.0,,
60.0,PROC_CAST,174.0,2.0,True,76.0,OUTER,2.0,RAW_CAST,False
228.0,RAW_CAST,140.0,2.0,True,77.0,INNER,2.0,PROC_CAST,True
151.0,RAW_CAST,171.0,1.0,False,17.0,INNER,2.0,RAW_MELEE,False
116.0,PROC_CAST,169.0,2.0,True,36.0,OUTER,2.0,PROC_MELEE,False
248.0,RAW_MELEE,151.0,2.0,True,43.0,OUTER,2.0,HYBRID,False
84.0,HYBRID,127.0,1.0,False,69.0,OUTER,2.0,RAW_CAST,True
58.0,HYBRID,178.0,2.0,True,90.0,INNER,1.0,,
179.0,HYBRID,177.0,1.0,False,54.0,OUTER,2.0,PROC_MELEE,True
280.0,RAW_MELEE,150.0,2.0,False,48.0,OUTER,2.0,PROC_MELEE,False
158.0,RAW_MELEE,140.0,2.0,False,66.0,OUTER,2.0,RAW_CAST,False
68.0,HYBRID,134.0,2.0,True,60.0,INNER,1.0,,
150.0,PROC_MELEE,163.0,1.0,False,83.0,CENTER,2.0,PROC_MELEE,False
170.0,PROC_MELEE,126.0,2.0,True,38.0,INNER,2.0,RAW_MELEE,True
268.0,PROC_CAST,125.0,2.0,False,32.0,INNER,2.0,RAW_CAST,False
180.0,PROC_MELEE,122.0,1.0,True,66.0,OUTER,1.0,,
237.0,PROC_MELEE,161.0,1.0,False,53.0,INNER,2.0,RAW_CAST,False
66.0,PROC_MELEE,176.0,1.0,True,44.0,INNER,2.0,RAW_CAST,True
220.0,HYBRID,151.0,2.0,False,12.0,OUTER,1.0,,
41.0,RAW_CAST,180.0,2.0,True,46.0,INNER,2.0,PROC_MELEE,False
146.0,HYBRID,157.0,2.0,True,85.0,CENTER,2.0,PROC_MELEE,False
283.0,HYBRID,148.0,1.0,False,6.0,CENTER,1.0,,
282.0,PROC_CAST,127.0,2.0,False,67.0,INNER,1.0,,
41.0,RAW_CAST,126.0,1.0,False,91.0,INNER,2.0,HYBRID,False
195.0,HYBRID,162.0,1.0,True,23.0,OUTER,2.0,RAW_CAST,False
133.0,HYBRID,133.0,2.0,False,38.0,CENTER,1.0,,
111.0,PROC_CAST,136.0,2.0,True,74.0,OUTER,1.0,,
203.0,PROC_MELEE,180.0,1.0,True,54.0,CENTER,2.0,RAW_MELEE,True
47.0,RAW_MELEE,152.0,2.0,True,87.0,CENTER,1.0,,
283.0,RAW_MELEE,177.0,1.0,True,82.0,INNER,2.0,RAW_CAST,True
140.0,PROC_MELEE,164.0,1.0,False,93.0,CENTER,1.0,,
128.0,HYBRID,128.0,2.0,False,55.0,CENTER,2.0,PROC_MELEE,False
182.0,RAW_CAST,169.0,1.0,False,43.0,OUTER,2.0,RAW_CAST,True
211.0,PROC_CAST,137.0,2.0,True,67.0,OUTER,2.0,PROC_MELEE,False
107.0,RAW_MELEE,135.0,1.0,True,79.0,CENTER,1.0,,
276.0,RAW_CAST,141.0,2.0,True,38.0,INNER,1.0,,
237.0,PROC_CAST,145.0,1.0,False,10.0,CENTER,1.0,,
51.0,PROC_CAST,154.0,1.0,False,29.0,INNER,2.0,HYBRID,True
74.0,RAW_MELEE,131.0,2.0,True,47.0,INNER,2.0,RAW_MELEE,True
51.0,PROC_CAST,122.0,2.0,True,21.0,OUTER,1.0,,
77.0,PROC_MELEE,132.0,1.0,False,44.0,CENTER,2.0,RAW_CAST,True
66.0,HYBRID,127.0,2.0,False,38.0,INNER,2.0,RAW_MELEE,False
279.0,HYBRID,172.0,2.0,False,40.0,CENTER,1.0,,
286.0,RAW_CAST,149.0,1.0,False,74.0,CENTER,2.0,PROC_CAST,True
275.0,HYBRID,146.0,2.0,False,77.0,OUTER,2.0,PROC_MELEE,True
109.0,RAW_MELEE,120.0,2.0,False,43.0,OUTER,2.0,RAW_MELEE,True
186.0,PROC_MELEE,180.0,1.0,True,22.0,INNER,1.0,,
37.0,RAW_CAST,156.0,1.0,False,76.0,CENTER,1.0,,
72.0,RAW_MELEE,163.0,1.0,False,36.0,INNER,2.0,RAW_MELEE,False
224.0,HYBRID,139.0,1.0,False,64.0,CENTER,2.0,RAW_CAST,True
258.0,RAW_CAST,133.0,2.0,True,40.0,OUTER,1.0,,
53.0,RAW_MELEE,158.0,1.0,True,77.0,CENTER,2.0,RAW_CAST,True
122.0,RAW_CAST,171.0,2.0,True,60.0,CENTER,1.0,,
298.0,RAW_MELEE,144.0,2.0,False,55.0,CENTER,1.0,,
172.0,PROC_CAST,130.0,2.0,True,85.0,CENTER,2.0,HYBRID,True
204.0,HYBRID,158.0,2.0,False,87.0,OUTER,1.0,,
268.0,RAW_MELEE,156.0,1.0,False,87.0,CENTER,2.0,RAW_CAST,True
230.0,RAW_MELEE,171.0,1.0,False,34.0,CENTER,1.0,,
99.0,RAW_MELEE,143.0,2.0,False,72.0,CENTER,2.0,PROC_CAST,True
170.0,PROC_CAST,127.0,2.0,False,70.0,CENTER,1.0,,
218.0,RAW_MELEE,170.0,1.0,True,37.0,CENTER,1.0,,
204.0,RAW_CAST,154.0,2.0,True,14.0,INNER,2.0,HYBRID,True
300.0,PROC_CAST,163.0,1.0,False,19.0,INNER,1.0,,
168.0,RAW_CAST,162.0,2.0,False,57.0,OUTER,2.0,PROC_MELEE,True
168.0,RAW_MELEE,124.0,1.0,True,13.0,INNER,2.0,RAW_MELEE,False
156.0,RAW_MELEE,158.0,1.0,False,50.0,INNER,1.0,,
16.0,HYBRID,153.0,2.0,False,92.0,CENTER,1.0,,
202.0,RAW_CAST,142.0,1.0,True,61.0,CENTER,2.0,PROC_CAST,True
43.0,PROC_CAST,161.0,2.0,False,9.0,OUTER,1.0,,
119.0,PROC_CAST,170.0,2.0,True,69.0,OUTER,2.0,RAW_MELEE,False
281.0,PROC_MELEE,132.0,1.0,True,7.0,CENTER,2.0,HYBRID,False
25.0,PROC_CAST,131.0,2.0,False,86.0,CENTER,1.0,,
85.0,HYBRID,127.0,1.0,True,58.0,OUTER,2.0,PROC_CAST,True
114.0,RAW_MELEE,132.0,2.0,False,60.0,INNER,1.0,,
101.0,HYBRID,121.0,2.0,True,59.0,OUTER,2.0,PROC_MELEE,True
40.0,RAW_MELEE,152.0,1.0,True,62.0,CENTER,1.0,,
224.0,HYBRID,120.0,1.0,False,79.0,INNER,2.0,PROC_CAST,True
180.0,RAW_CAST,167.0,2.0,False,80.0,OUTER,2.0,RAW_CAST,False
237.0,RAW_CAST,121.0,1.0,False,90.0,OUTER,2.0,PROC_MELEE,True
244.0,RAW_MELEE,148.0,2.0,False,66.0,CENTER,1.0,,
60.0,RAW_CAST,128.0,2.0,False,78.0,CENTER,2.0,HYBRID,True
131.0,PROC_CAST,155.0,2.0,True,15.0,OUTER,2.0,HYBRID,True
217.0,PROC_CAST,170.0,1.0,True,14.0,OUTER,1.0,,
145.0,PROC_MELEE,180.0,2.0,False,50.0,CENTER,2.0,PROC_MELEE,True
269.0,RAW_CAST,131.0,1.0,False,19.0,CENTER,2.0,RAW_MELEE,False
105.0,PROC_MELEE,139.0,1.0,True,83.0,CENTER,2.0,RAW_MELEE,True
218.0,RAW_CAST,171.0,2.0,True,14.0,OUTER,1.0,,
75.0,PROC_MELEE,179.0,2.0,False,19.0,CENTER,1.0,,
211.0,RAW_MELEE,126.0,1.0,False,60.0,INNER,2.0,RAW_CAST,False
96.0,PROC_MELEE,151.0,2.0,True,93.0,OUTER,2.0,RAW_MELEE,False
148.0,PROC_CAST,143.0,1.0,True,70.0,OUTER,2.0,PROC_CAST,True
271.0,RAW_CAST,175.0,2.0,True,21.0,OUTER,2.0,PROC_MELEE,False
173.0,RAW_CAST,158.0,2.0,False,36.0,INNER,1.0,,
223.0,RAW_CAST,145.0,1.0,True,87.0,CENTER,2.0,PROC_CAST,True
