id_registro,Host_Death_Time,Host_Build,Level,Phase,Waterflow_Death,Health_Pct,Location,id_phantom
485,155.0,4,131.0,1.0,True,75.0,CENTER,485
486,36.0,5,159.0,1.0,True,20.0,INNER,486
487,34.0,1,149.0,2.0,True,84.0,INNER,487
488,206.0,4,159.0,1.0,False,55.0,OUTER,488
489,123.0,1,123.0,2.0,False,6.0,INNER,489
490,242.0,4,130.0,1.0,False,33.0,CENTER,490
491,236.0,1,177.0,2.0,True,8.0,CENTER,491
492,102.0,3,157.0,1.0,True,75.0,OUTER,492
493,43.0,4,146.0,2.0,True,69.0,OUTER,493
494,132.0,3,158.0,1.0,True,75.0,CENTER,494
495,142.0,3,175.0,2.0,False,19.0,INNER,495
496,128.0,5,157.0,2.0,False,74.0,CENTER,496
497,59.0,4,125.0,1.0,False,16.0,INNER,497
498,169.0,4,158.0,2.0,False,39.0,OUTER,498
499,40.0,3,166.0,1.0,True,36.0,INNER,499
500,99.0,4,132.0,1.0,True,90.0,OUTER,500
501,183.0,4,171.0,2.0,True,30.0,INNER,501
502,94.0,2,133.0,1.0,False,72.0,OUTER,502
503,259.0,5,123.0,1.0,True,59.0,OUTER,503
504,247.0,2,166.0,2.0,True,26.0,CENTER,504
505,109.0,2,163.0,2.0,False,18.0,CENTER,505
506,218.0,1,146.0,1.0,False,73.0,INNER,506
507,153.0,4,138.0,1.0,False,19.0,INNER,507
508,221.0,5,147.0,1.0,False,93.0,INNER,508
509,217.0,2,163.0,1.0,False,9.0,OUTER,509
510,117.0,5,162.0,2.0,True,19.0,OUTER,510
511,173.0,2,136.0,2.0,False,72.0,CENTER,511
512,278.0,5,165.0,2.0,True,48.0,INNER,512
513,142.0,4,123.0,2.0,False,75.0,OUTER,513
514,96.0,5,175.0,1.0,False,36.0,CENTER,514
515,179.0,3,129.0,1.0,True,32.0,INNER,515
516,63.0,5,123.0,2.0,False,7.0,OUTER,516
517,167.0,2,152.0,2.0,False,20.0,INNER,517
518,198.0,3,120.0,1.0,True,47.0,OUTER,518
519,255.0,3,149.0,2.0,False,19.0,CENTER,519
520,131.0,1,131.0,1.0,False,74.0,INNER,520
521,235.0,2,153.0,2.0,True,27.0,CENTER,521
522,112.0,5,168.0,2.0,False,92.0,OUTER,522
523,247.0,1,169.0,2.0,False,26.0,INNER,523
524,300.0,4,147.0,1.0,False,13.0,CENTER,524
525,270.0,1,144.0,1.0,False,85.0,INNER,525
526,154.0,4,167.0,2.0,False,61.0,INNER,526
527,123.0,4,131.0,1.0,True,84.0,OUTER,527
528,266.0,4,150.0,2.0,True,77.0,INNER,528
529,116.0,1,132.0,1.0,True,58.0,INNER,529
530,60.0,3,130.0,1.0,False,71.0,OUTER,530
531,65.0,1,125.0,1.0,True,36.0,OUTER,531
532,155.0,4,138.0,1.0,False,10.0,OUTER,532
533,106.0,1,175.0,1.0,True,50.0,OUTER,533
534,124.0,1,138.0,1.0,True,27.0,CENTER,534
535,288.0,5,179.0,1.0,True,74.0,OUTER,535
536,199.0,5,133.0,1.0,True,89.0,INNER,536
537,261.0,2,142.0,1.0,False,23.0,CENTER,537
538,90.0,2,120.0,2.0,True,48.0,OUTER,538
539,221.0,2,179.0,2.0,True,18.0,OUTER,539
540,150.0,1,147.0,2.0,True,93.0,CENTER,540
541,197.0,3,156.0,2.0,True,7.0,CENTER,541
542,222.0,1,176.0,2.0,False,80.0,INNER,542
543,291.0,4,158.0,2.0,True,38.0,INNER,543
544,47.0,3,156.0,1.0,True,46.0,OUTER,544
545,294.0,3,149.0,2.0,True,50.0,OUTER,545
546,89.0,4,128.0,1.0,False,59.0,INNER,546
547,120.0,1,149.0,2.0,False,54.0,CENTER,547
548,68.0,5,143.0,2.0,True,76.0,INNER,548
549,31.0,3,157.0,1.0,True,40.0,INNER,549
550,231.0,5,176.0,2.0,False,79.0,OUTER,550
551,89.0,1,172.0,1.0,False,33.0,CENTER,551
552,247.0,5,126.0,1.0,True,70.0,INNER,552
553,46.0,1,177.0,1.0,True,27.0,OUTER,553
554,131.0,1,129.0,1.0,True,80.0,CENTER,554
555,186.0,1,140.0,2.0,False,86.0,OUTER,555
556,271.0,3,176.0,1.0,False,24.0,CENTER,556
557,73.0,5,164.0,2.0,False,83.0,INNER,557
558,183.0,4,151.0,2.0,False,91.0,INNER,558
559,133.0,2,173.0,1.0,True,34.0,INNER,559
560,13.0,5,179.0,1.0,False,85.0,CENTER,560
561,283.0,5,159.0,2.0,True,22.0,OUTER,561
562,161.0,1,132.0,1.0,False,64.0,CENTER,562
563,173.0,4,180.0,2.0,False,18.0,CENTER,563
564,53.0,4,167.0,2.0,False,63.0,INNER,564
565,126.0,2,153.0,1.0,False,87.0,CENTER,565
566,175.0,1,142.0,1.0,False,21.0,CENTER,566
567,192.0,1,139.0,2.0,False,44.0,CENTER,567
568,47.0,3,172.0,2.0,True,88.0,INNER,568
569,200.0,2,123.0,2.0,True,34.0,INNER,569
570,15.0,1,147.0,1.0,False,86.0,CENTER,570
571,199.0,2,153.0,2.0,False,64.0,CENTER,571
572,164.0,4,175.0,2.0,False,41.0,CENTER,572
573,286.0,1,131.0,2.0,True,33.0,CENTER,573
574,149.0,5,133.0,2.0,False,60.0,OUTER,574
575,217.0,1,131.0,2.0,True,56.0,INNER,575
576,53.0,2,162.0,2.0,True,44.0,INNER,576
577,143.0,1,128.0,2.0,False,42.0,CENTER,577
578,22.0,4,149.0,2.0,False,85.0,INNER,578
579,223.0,5,166.0,1.0,True,42.0,CENTER,579
580,111.0,3,171.0,2.0,False,17.0,INNER,580
581,288.0,4,145.0,1.0,False,57.0,OUTER,581
582,277.0,1,121.0,1.0,False,83.0,CENTER,582
583,27.0,1,170.0,2.0,False,91.0,INNER,583
584,106.0,4,140.0,2.0,True,67.0,OUTER,584
585,284.0,3,155.0,1.0,False,78.0,CENTER,585
586,267.0,4,120.0,1.0,False,16.0,OUTER,586
587,53.0,2,153.0,2.0,True,83.0,OUTER,587
588,163.0,2,162.0,1.0,True,39.0,CENTER,588
589,137.0,1,167.0,2.0,False,70.0,CENTER,589
590,195.0,5,132.0,2.0,True,51.0,OUTER,590
591,299.0,4,128.0,1.0,True,93.0,INNER,591
592,80.0,3,144.0,1.0,False,41.0,INNER,592
593,120.0,3,138.0,1.0,True,88.0,OUTER,593
594,117.0,3,125.0,1.0,False,47.0,OUTER,594
595,235.0,5,141.0,1.0,False,19.0,OUTER,595
596,94.0,1,158.0,1.0,True,68.0,OUTER,596
597,237.0,2,160.0,2.0,True,10.0,INNER,597
598,180.0,1,127.0,2.0,True,53.0,CENTER,598
599,291.0,2,151.0,2.0,False,44.0,CENTER,599
600,47.0,2,133.0,2.0,False,63.0,INNER,600
601,257.0,1,163.0,2.0,False,20.0,OUTER,601
602,51.0,2,148.0,1.0,True,49.0,INNER,602
603,155.0,3,172.0,1.0,False,58.0,CENTER,603
604,168.0,2,170.0,1.0,False,50.0,OUTER,604
605,45.0,3,147.0,1.0,False,90.0,INNER,605
606,106.0,3,156.0,1.0,True,30.0,CENTER,606
607,285.0,2,158.0,1.0,True,51.0,OUTER,607
608,221.0,1,162.0,2.0,True,67.0,OUTER,608
609,244.0,2,172.0,2.0,True,44.0,CENTER,609
610,248.0,3,139.0,2.0,False,64.0,OUTER,610
611,58.0,1,137.0,1.0,True,20.0,CENTER,611
612,240.0,3,163.0,1.0,False,27.0,CENTER,612
613,272.0,1,166.0,1.0,False,17.0,CENTER,613
614,105.0,1,126.0,1.0,False,25.0,CENTER,614
615,59.0,1,123.0,1.0,True,80.0,OUTER,615
616,292.0,5,154.0,1.0,False,39.0,OUTER,616
617,190.0,3,174.0,1.0,False,37.0,OUTER,617
618,260.0,5,157.0,2.0,True,43.0,INNER,618
619,199.0,3,166.0,2.0,False,31.0,OUTER,619
620,198.0,5,150.0,2.0,True,70.0,CENTER,620
621,106.0,4,150.0,1.0,False,34.0,OUTER,621
622,265.0,3,138.0,1.0,False,60.0,CENTER,622
623,42.0,3,150.0,2.0,True,58.0,CENTER,623
624,84.0,1,159.0,2.0,True,69.0,INNER,624
625,148.0,2,131.0,1.0,True,51.0,OUTER,625
626,85.0,5,134.0,1.0,False,64.0,CENTER,626
627,222.0,1,129.0,1.0,True,27.0,INNER,627
628,196.0,1,170.0,1.0,True,63.0,CENTER,628
629,284.0,4,163.0,2.0,True,7.0,OUTER,629
630,199.0,3,152.0,2.0,True,79.0,INNER,630
631,165.0,1,131.0,1.0,False,43.0,OUTER,631
632,40.0,3,143.0,2.0,True,73.0,CENTER,632
633,209.0,3,167.0,1.0,False,75.0,INNER,633
634,96.0,1,179.0,1.0,True,86.0,OUTER,634
635,101.0,3,169.0,2.0,False,63.0,OUTER,635
636,94.0,4,164.0,1.0,False,13.0,OUTER,636
637,196.0,1,130.0,1.0,False,89.0,CENTER,637
638,169.0,4,167.0,2.0,True,59.0,INNER,638
639,152.0,1,129.0,2.0,True,93.0,CENTER,639
640,237.0,1,138.0,2.0,True,41.0,INNER,640
641,64.0,1,121.0,1.0,True,71.0,CENTER,641
642,129.0,3,147.0,2.0,True,72.0,CENTER,642
643,71.0,2,180.0,2.0,True,79.0,OUTER,643
644,258.0,5,177.0,1.0,False,93.0,OUTER,644
645,293.0,5,155.0,1.0,False,64.0,INNER,645
646,34.0,5,120.0,1.0,True,70.0,INNER,646
647,118.0,2,134.0,1.0,False,8.0,INNER,647
648,81.0,5,157.0,1.0,False,73.0,INNER,648
649,81.0,2,172.0,1.0,False,15.0,CENTER,649
650,237.0,1,132.0,1.0,False,31.0,CENTER,650
651,187.0,4,171.0,2.0,True,75.0,CENTER,651
652,167.0,4,122.0,1.0,False,89.0,INNER,652
653,287.0,4,149.0,2.0,True,57.0,INNER,653
654,81.0,3,174.0,1.0,True,74.0,OUTER,654
655,91.0,2,151.0,1.0,True,48.0,CENTER,655
656,74.0,5,168.0,2.0,True,69.0,INNER,656
657,193.0,3,152.0,1.0,False,51.0,OUTER,657
658,219.0,1,146.0,1.0,True,33.0,INNER,658
659,208.0,2,159.0,1.0,False,34.0,CENTER,659
660,192.0,5,124.0,1.0,False,52.0,OUTER,660
661,92.0,1,124.0,1.0,True,39.0,CENTER,661
662,87.0,3,121.0,2.0,True,33.0,OUTER,662
663,184.0,4,178.0,1.0,True,12.0,INNER,663
664,196.0,1,164.0,1.0,True,21.0,CENTER,664
665,115.0,1,171.0,1.0,False,34.0,CENTER,665
666,268.0,3,180.0,2.0,True,58.0,CENTER,666
667,153.0,5,136.0,2.0,True,44.0,INNER,667
668,33.0,1,137.0,2.0,True,15.0,OUTER,668
669,223.0,4,148.0,1.0,False,23.0,INNER,669
670,289.0,1,160.0,2.0,True,27.0,OUTER,670
671,272.0,2,137.0,2.0,False,79.0,CENTER,671
672,214.0,1,160.0,2.0,False,24.0,CENTER,672
673,192.0,4,164.0,2.0,False,74.0,INNER,673
674,239.0,5,123.0,2.0,False,43.0,OUTER,674
675,76.0,5,153.0,1.0,True,50.0,CENTER,675
676,70.0,5,150.0,1.0,True,57.0,CENTER,676
677,106.0,3,158.0,1.0,True,72.0,OUTER,677
678,225.0,3,177.0,2.0,False,38.0,CENTER,678
679,112.0,2,177.0,2.0,False,27.0,CENTER,679
680,71.0,4,126.0,2.0,False,12.0,CENTER,680
681,43.0,2,160.0,2.0,False,43.0,INNER,681
682,34.0,3,180.0,1.0,True,62.0,OUTER,682
683,57.0,2,167.0,1.0,False,68.0,CENTER,683
684,135.0,3,170.0,1.0,False,30.0,INNER,684
685,118.0,3,148.0,1.0,False,7.0,OUTER,685
686,18.0,2,122.0,1.0,True,83.0,INNER,686
687,161.0,2,177.0,2.0,True,76.0,CENTER,687
688,184.0,5,150.0,2.0,True,45.0,CENTER,688
689,201.0,1,141.0,1.0,True,79.0,INNER,689
690,103.0,1,141.0,2.0,True,73.0,INNER,690
691,22.0,1,158.0,1.0,False,91.0,OUTER,691
692,69.0,1,127.0,2.0,False,59.0,CENTER,692
693,110.0,5,156.0,2.0,False,78.0,CENTER,693
694,143.0,1,160.0,2.0,False,8.0,OUTER,694
695,251.0,1,164.0,2.0,True,33.0,CENTER,695
696,106.0,2,136.0,2.0,False,92.0,INNER,696
697,127.0,2,173.0,2.0,True,22.0,CENTER,697
698,166.0,4,132.0,2.0,False,91.0,OUTER,698
699,212.0,1,162.0,1.0,False,71.0,INNER,699
700,61.0,1,120.0,2.0,False,10.0,INNER,700
701,274.0,2,138.0,2.0,True,76.0,OUTER,701
702,128.0,5,122.0,2.0,False,32.0,CENTER,702
703,154.0,5,124.0,1.0,False,29.0,CENTER,703
704,165.0,5,145.0,1.0,True,39.0,INNER,704
705,59.0,1,165.0,1.0,False,53.0,CENTER,705
706,98.0,3,144.0,1.0,False,70.0,CENTER,706
707,283.0,5,147.0,1.0,True,45.0,CENTER,707
708,173.0,5,142.0,1.0,False,81.0,CENTER,708
709,62.0,4,131.0,2.0,False,46.0,OUTER,709
710,294.0,2,126.0,1.0,True,90.0,CENTER,710
711,254.0,1,180.0,2.0,False,85.0,OUTER,711
712,97.0,1,163.0,1.0,True,79.0,OUTER,712
713,190.0,5,175.0,1.0,True,8.0,OUTER,713
714,80.0,1,146.0,1.0,True,57.0,OUTER,714
715,120.0,2,148.0,1.0,False,88.0,CENTER,715
716,51.0,4,155.0,1.0,True,63.0,INNER,716
717,50.0,5,128.0,1.0,True,8.0,INNER,717
718,42.0,3,180.0,1.0,True,62.0,INNER,718
719,300.0,3,141.0,1.0,True,54.0,INNER,719
720,110.0,1,164.0,1.0,False,11.0,OUTER,720
721,90.0,5,164.0,1.0,False,56.0,INNER,721
722,56.0,4,139.0,2.0,True,21.0,CENTER,722
723,214.0,2,134.0,1.0,False,74.0,INNER,723
724,132.0,5,178.0,1.0,False,69.0,INNER,724
725,276.0,4,163.0,1.0,False,63.0,OUTER,725
726,152.0,5,124.0,1.0,True,23.0,CENTER,726
727,182.0,3,122.0,1.0,False,36.0,INNER,727
728,252.0,4,145.0,2.0,True,7.0,CENTER,728
729,148.0,3,142.0,1.0,True,7.0,OUTER,729
730,225.0,3,155.0,2.0,True,85.0,INNER,730
731,264.0,2,146.0,1.0,True,18.0,INNER,731
732,164.0,2,153.0,2.0,True,49.0,CENTER,732
733,229.0,5,170.0,2.0,True,24.0,OUTER,733
734,240.0,3,152.0,2.0,True,21.0,INNER,734
735,253.0,1,146.0,1.0,False,61.0,INNER,735
736,95.0,1,134.0,2.0,False,20.0,CENTER,736
737,89.0,5,146.0,1.0,True,29.0,CENTER,737
738,180.0,4,158.0,2.0,True,30.0,OUTER,738
739,284.0,3,179.0,1.0,True,16.0,CENTER,739
740,263.0,5,151.0,2.0,True,93.0,OUTER,740
741,153.0,4,133.0,1.0,False,13.0,CENTER,741
742,248.0,1,140.0,2.0,True,53.0,OUTER,742
743,232.0,5,170.0,2.0,False,15.0,INNER,743
744,119.0,5,180.0,2.0,False,29.0,CENTER,744
745,249.0,4,163.0,1.0,False,28.0,OUTER,745
746,99.0,2,153.0,2.0,True,68.0,INNER,746
747,100.0,5,135.0,2.0,True,85.0,CENTER,747
748,44.0,4,178.0,1.0,True,55.0,OUTER,748
749,229.0,3,168.0,1.0,True,45.0,CENTER,749
750,95.0,4,169.0,1.0,True,67.0,INNER,750
751,274.0,3,156.0,2.0,True,84.0,OUTER,751
752,293.0,1,135.0,1.0,True,13.0,OUTER,752
753,248.0,3,155.0,2.0,False,6.0,CENTER,753
754,38.0,1,178.0,1.0,True,15.0,CENTER,754
755,204.0,5,163.0,1.0,True,34.0,CENTER,755
756,130.0,5,167.0,1.0,False,41.0,CENTER,756
757,259.0,5,141.0,2.0,False,28.0,CENTER,757
758,172.0,2,179.0,2.0,False,24.0,INNER,758
759,256.0,1,159.0,1.0,True,55.0,INNER,759
760,153.0,1,122.0,1.0,False,24.0,CENTER,760
761,102.0,5,176.0,1.0,False,85.0,INNER,761
762,98.0,5,136.0,2.0,False,14.0,OUTER,762
763,245.0,3,160.0,2.0,True,54.0,CENTER,763
764,82.0,4,152.0,2.0,True,51.0,INNER,764
765,298.0,4,155.0,2.0,False,18.0,INNER,765
766,51.0,1,121.0,1.0,True,15.0,INNER,766
767,32.0,5,133.0,2.0,True,19.0,CENTER,767
768,210.0,2,136.0,1.0,False,21.0,INNER,768
769,251.0,5,174.0,1.0,False,86.0,INNER,769
770,183.0,5,147.0,1.0,True,23.0,INNER,770
771,67.0,2,158.0,2.0,False,51.0,CENTER,771
772,233.0,4,147.0,2.0,True,87.0,OUTER,772
773,252.0,2,131.0,1.0,False,73.0,CENTER,773
774,91.0,4,156.0,1.0,False,38.0,INNER,774
775,226.0,5,131.0,2.0,True,74.0,OUTER,775
776,35.0,1,145.0,2.0,False,44.0,CENTER,776
777,297.0,3,158.0,1.0,True,16.0,INNER,777
778,292.0,5,141.0,2.0,False,12.0,INNER,778
779,249.0,4,166.0,2.0,True,76.0,INNER,779
780,280.0,5,169.0,2.0,False,74.0,OUTER,780
781,105.0,4,149.0,2.0,False,73.0,CENTER,781
782,60.0,3,145.0,1.0,False,67.0,OUTER,782
783,57.0,5,120.0,1.0,False,38.0,INNER,783
784,277.0,3,172.0,2.0,False,91.0,CENTER,784
785,120.0,1,129.0,1.0,True,8.0,OUTER,785
786,66.0,3,123.0,2.0,False,30.0,INNER,786
787,202.0,3,156.0,1.0,False,43.0,CENTER,787
788,96.0,4,141.0,1.0,False,72.0,INNER,788
789,92.0,1,129.0,2.0,True,28.0,INNER,789
790,230.0,1,176.0,2.0,False,24.0,OUTER,790
791,266.0,2,132.0,1.0,False,41.0,OUTER,791
792,30.0,3,128.0,1.0,True,84.0,CENTER,792
793,228.0,1,163.0,2.0,False,10.0,CENTER,793
794,292.0,1,145.0,2.0,True,89.0,OUTER,794
795,294.0,4,122.0,1.0,True,57.0,CENTER,795
796,30.0,4,129.0,1.0,True,93.0,INNER,796
797,213.0,4,141.0,1.0,True,66.0,CENTER,797
798,82.0,1,177.0,1.0,False,63.0,INNER,798
799,292.0,5,149.0,2.0,True,63.0,INNER,799
800,100.0,4,176.0,1.0,False,62.0,CENTER,800
801,108.0,2,169.0,2.0,True,23.0,INNER,801
802,285.0,3,151.0,2.0,True,18.0,INNER,802
803,206.0,2,153.0,2.0,True,21.0,OUTER,803
804,227.0,4,180.0,1.0,True,46.0,INNER,804
805,194.0,2,143.0,1.0,False,47.0,INNER,805
806,250.0,3,141.0,1.0,False,66.0,CENTER,806
807,228.0,2,156.0,1.0,True,46.0,CENTER,807
808,175.0,4,133.0,2.0,False,72.0,CENTER,808
809,98.0,5,149.0,1.0,False,42.0,OUTER,809
810,54.0,5,132.0,2.0,True,74.0,INNER,810
811,183.0,4,141.0,1.0,False,85.0,INNER,811
812,169.0,3,136.0,2.0,False,39.0,CENTER,812
813,84.0,5,128.0,2.0,True,54.0,INNER,813
814,268.0,2,146.0,2.0,True,61.0,OUTER,814
815,284.0,4,121.0,2.0,True,50.0,OUTER,815
816,169.0,4,157.0,2.0,False,71.0,OUTER,816
817,257.0,1,146.0,2.0,True,23.0,OUTER,817
818,67.0,2,126.0,1.0,False,44.0,CENTER,818
819,128.0,2,157.0,2.0,False,91.0,INNER,819
820,196.0,2,161.0,2.0,False,65.0,CENTER,820
821,188.0,5,168.0,1.0,True,63.0,OUTER,821
822,39.0,5,156.0,1.0,True,46.0,OUTER,822
823,264.0,4,163.0,1.0,True,38.0,INNER,823
824,36.0,1,136.0,1.0,False,53.0,INNER,824
825,78.0,3,158.0,1.0,True,6.0,CENTER,825
826,144.0,3,138.0,1.0,False,43.0,CENTER,826
827,298.0,3,143.0,2.0,True,49.0,CENTER,827
828,44.0,1,138.0,2.0,False,9.0,CENTER,828
829,136.0,3,164.0,2.0,False,14.0,CENTER,829
830,79.0,1,139.0,2.0,True,12.0,CENTER,830
831,253.0,2,149.0,2.0,False,71.0,INNER,831
832,141.0,2,166.0,1.0,True,65.0,INNER,832
833,83.0,3,124.0,1.0,True,31.0,CENTER,833
834,82.0,2,143.0,1.0,True,22.0,OUTER,834
835,86.0,4,134.0,2.0,False,18.0,OUTER,835
836,156.0,3,158.0,2.0,False,17.0,CENTER,836
837,55.0,3,120.0,1.0,False,9.0,INNER,837
838,58.0,5,133.0,2.0,True,67.0,OUTER,838
839,43.0,3,133.0,1.0,False,89.0,CENTER,839
840,48.0,3,180.0,2.0,False,33.0,CENTER,840
841,225.0,1,158.0,1.0,True,72.0,OUTER,841
842,225.0,2,139.0,2.0,True,55.0,CENTER,842
843,48.0,5,165.0,2.0,True,62.0,INNER,843
844,262.0,1,127.0,1.0,True,60.0,OUTER,844
845,300.0,5,132.0,2.0,True,33.0,CENTER,845
846,44.0,5,172.0,2.0,True,13.0,CENTER,846
847,248.0,2,179.0,1.0,False,70.0,OUTER,847
848,39.0,1,150.0,1.0,False,43.0,INNER,848
849,96.0,2,179.0,1.0,True,15.0,INNER,849
850,164.0,2,172.0,1.0,True,86.0,OUTER,850
851,229.0,5,137.0,1.0,True,49.0,INNER,851
852,200.0,5,143.0,2.0,True,42.0,OUTER,852
853,253.0,3,124.0,2.0,False,62.0,OUTER,853
854,158.0,2,130.0,2.0,False,80.0,INNER,854
855,255.0,1,121.0,2.0,False,32.0,OUTER,855
856,59.0,5,149.0,1.0,False,56.0,CENTER,856
857,185.0,1,135.0,2.0,True,40.0,INNER,857
858,187.0,3,132.0,1.0,True,55.0,CENTER,858
859,66.0,3,178.0,2.0,True,27.0,OUTER,859
860,276.0,4,174.0,1.0,True,16.0,OUTER,860
861,38.0,5,144.0,2.0,False,27.0,INNER,861
862,183.0,3,135.0,1.0,True,84.0,INNER,862
863,254.0,2,148.0,2.0,False,67.0,OUTER,863
864,284.0,1,144.0,2.0,False,8.0,INNER,864
865,70.0,2,163.0,2.0,False,71.0,CENTER,865
866,119.0,5,161.0,2.0,True,85.0,OUTER,866
867,157.0,4,168.0,2.0,False,84.0,OUTER,867
868,193.0,5,141.0,1.0,True,55.0,INNER,868
869,285.0,2,180.0,2.0,False,55.0,INNER,869
870,237.0,3,142.0,1.0,False,64.0,INNER,870
871,291.0,5,144.0,1.0,False,12.0,CENTER,871
872,225.0,4,147.0,1.0,True,90.0,CENTER,872
873,164.0,5,159.0,2.0,True,48.0,OUTER,873
874,134.0,4,140.0,1.0,True,6.0,CENTER,874
875,128.0,4,158.0,1.0,True,91.0,OUTER,875
876,78.0,1,128.0,1.0,True,33.0,OUTER,876
877,132.0,5,134.0,1.0,False,35.0,CENTER,877
878,25.0,1,154.0,1.0,False,78.0,OUTER,878
879,119.0,2,164.0,1.0,False,35.0,CENTER,879
880,181.0,1,125.0,2.0,True,26.0,INNER,880
881,231.0,3,127.0,2.0,False,37.0,CENTER,881
882,290.0,2,133.0,1.0,False,84.0,CENTER,882
883,16.0,4,180.0,1.0,False,88.0,INNER,883
884,36.0,5,125.0,2.0,True,78.0,INNER,884
885,214.0,2,126.0,1.0,False,50.0,CENTER,885
886,144.0,5,173.0,1.0,True,21.0,CENTER,886
887,274.0,3,165.0,2.0,True,83.0,INNER,887
888,92.0,1,156.0,1.0,False,62.0,CENTER,888
889,193.0,5,148.0,2.0,True,39.0,INNER,889
890,279.0,1,131.0,1.0,False,36.0,INNER,890
891,84.0,2,163.0,2.0,False,12.0,OUTER,891
892,202.0,1,160.0,2.0,False,11.0,INNER,892
893,282.0,4,177.0,1.0,False,84.0,CENTER,893
894,70.0,3,172.0,1.0,True,82.0,OUTER,894
895,235.0,5,144.0,1.0,True,41.0,OUTER,895
896,51.0,5,134.0,1.0,False,15.0,OUTER,896
897,43.0,1,148.0,1.0,False,15.0,OUTER,897
898,165.0,1,156.0,2.0,False,11.0,INNER,898
899,67.0,2,165.0,1.0,True,76.0,OUTER,899
900,232.0,4,144.0,2.0,False,36.0,OUTER,900
901,280.0,4,165.0,2.0,True,11.0,INNER,901
902,282.0,5,136.0,2.0,True,41.0,OUTER,902
903,163.0,2,163.0,1.0,True,54.0,INNER,903
904,297.0,3,157.0,1.0,False,87.0,CENTER,904
905,112.0,4,176.0,1.0,False,9.0,OUTER,905
906,162.0,3,148.0,2.0,True,41.0,INNER,906
907,218.0,2,166.0,2.0,True,63.0,INNER,907
908,298.0,2,152.0,1.0,True,83.0,OUTER,908
909,127.0,4,165.0,2.0,True,70.0,CENTER,909
910,292.0,3,140.0,1.0,False,38.0,OUTER,910
911,228.0,1,148.0,2.0,False,51.0,CENTER,911
912,268.0,1,121.0,2.0,False,67.0,CENTER,912
913,91.0,4,174.0,2.0,True,21.0,OUTER,913
914,141.0,5,150.0,2.0,False,62.0,INNER,914
915,106.0,4,120.0,1.0,False,45.0,CENTER,915
916,276.0,4,148.0,2.0,True,52.0,CENTER,916
917,90.0,4,156.0,1.0,False,35.0,CENTER,917
918,76.0,1,158.0,1.0,True,50.0,CENTER,918
919,24.0,5,139.0,1.0,False,83.0,INNER,919
920,114.0,5,157.0,1.0,True,81.0,OUTER,920
921,274.0,2,124.0,2.0,False,28.0,INNER,921
922,106.0,5,126.0,2.0,False,46.0,OUTER,922
923,244.0,1,122.0,2.0,True,15.0,INNER,923
924,41.0,5,136.0,1.0,True,52.0,INNER,924
925,267.0,3,152.0,2.0,False,79.0,OUTER,925
926,56.0,1,140.0,2.0,True,19.0,CENTER,926
927,60.0,5,180.0,2.0,False,66.0,OUTER,927
928,274.0,3,135.0,2.0,True,52.0,CENTER,928
929,115.0,3,130.0,2.0,False,68.0,CENTER,929
930,202.0,4,124.0,2.0,True,12.0,CENTER,930
931,160.0,4,124.0,2.0,True,81.0,CENTER,931
932,219.0,4,129.0,1.0,False,62.0,INNER,932
933,276.0,3,153.0,1.0,True,20.0,INNER,933
934,149.0,2,165.0,2.0,True,9.0,OUTER,934
935,56.0,2,136.0,1.0,False,26.0,CENTER,935
936,179.0,3,176.0,2.0,False,40.0,INNER,936
937,91.0,5,150.0,2.0,True,76.0,OUTER,937
938,232.0,5,147.0,1.0,True,22.0,OUTER,938
939,106.0,5,140.0,1.0,False,68.0,CENTER,939
940,271.0,2,172.0,1.0,True,37.0,INNER,940
941,265.0,4,168.0,2.0,True,37.0,INNER,941
942,156.0,4,147.0,1.0,True,79.0,INNER,942
943,165.0,5,143.0,2.0,False,65.0,OUTER,943
944,224.0,2,166.0,1.0,False,52.0,OUTER,944
945,199.0,1,160.0,2.0,False,17.0,INNER,945
946,226.0,2,162.0,1.0,False,88.0,OUTER,946
947,277.0,3,125.0,1.0,False,38.0,INNER,947
948,44.0,4,142.0,2.0,False,23.0,CENTER,948
949,99.0,1,143.0,2.0,True,71.0,INNER,949
950,142.0,1,142.0,2.0,False,51.0,INNER,950
951,64.0,5,136.0,1.0,False,65.0,INNER,951
952,188.0,1,162.0,2.0,True,10.0,OUTER,952
953,256.0,5,143.0,2.0,True,45.0,OUTER,953
954,276.0,5,167.0,2.0,False,6.0,OUTER,954
955,106.0,5,167.0,1.0,False,16.0,OUTER,955
956,278.0,1,129.0,2.0,False,56.0,CENTER,956
957,139.0,3,164.0,1.0,False,69.0,INNER,957
958,167.0,2,149.0,1.0,False,41.0,INNER,958
959,30.0,2,147.0,1.0,True,92.0,INNER,959
960,104.0,5,160.0,2.0,True,41.0,INNER,960
961,200.0,3,141.0,1.0,True,7.0,INNER,961
962,84.0,3,168.0,2.0,False,87.0,OUTER,962
963,88.0,5,121.0,1.0,False,23.0,INNER,963
964,260.0,4,163.0,1.0,True,37.0,CENTER,964
965,256.0,5,130.0,2.0,True,65.0,CENTER,965
966,253.0,1,150.0,1.0,True,47.0,CENTER,966
967,141.0,1,171.0,2.0,False,65.0,INNER,967
968,195.0,2,138.0,2.0,True,8.0,INNER,968
969,47.0,4,147.0,1.0,False,70.0,INNER,969
970,180.0,3,152.0,2.0,True,37.0,CENTER,970
