id_produto,nome,categoria,preco
176,Tênis,acessorio,1461.32
150,Camisa,roupa,4768.95
323,Notebook,acessorio,210.65
345,Celular,roupa,2594.37
468,Notebook,eletronico,1246.98
403,Tênis,eletronico,3506.57
401,Notebook,roupa,1421.28
378,Tênis,eletronico,2782.1
411,Celular,eletronico,2332.86
363,Tênis,eletronico,3966.87
289,Relógio,roupa,4193.02
240,Tênis,roupa,1949.66
431,Fone,roupa,1268.01
125,Fone,eletronico,1274.18
391,Fone,roupa,2121.34
10,Notebook,eletronico,3779.16
121,Celular,roupa,1477.27
24,Tênis,roupa,4439.97
243,Fone,roupa,3360.77
239,Fone,acessorio,4787.95
127,Celular,roupa,4152.64
288,Tênis,acessorio,4375.36
307,Celular,eletronico,3327.6
297,Tênis,roupa,3165.47
265,Fone,roupa,4965.66
294,Celular,roupa,1293.34
483,Celular,acessorio,3040.4
271,Relógio,acessorio,4972.49
287,Fone,eletronico,2512.62
406,Camisa,roupa,793.44
499,Tênis,acessorio,2228.37
127,Notebook,roupa,1469.52
482,Celular,acessorio,129.09
247,Relógio,roupa,794.66
70,Camisa,acessorio,600.23
70,Camisa,acessorio,600.23
474,Notebook,eletronico,4038.29
78,Fone,eletronico,1069.74
444,Relógio,eletronico,242.37
219,Camisa,eletronico,3799.67
77,Relógio,roupa,4199.87
462,Camisa,eletronico,1694.16
226,Tênis,eletronico,4005.27
83,Notebook,eletronico,545.45
313,Relógio,roupa,4815.45
355,Relógio,acessorio,2845.11
457,Camisa,roupa,930.09
475,Notebook,acessorio,3373.17
498,Tênis,eletronico,3335.21
34,Tênis,eletronico,1100.02
355,Celular,roupa,1772.17
106,Relógio,eletronico,1064.38
415,Relógio,acessorio,4321.31
273,Relógio,roupa,3151.92
90,Celular,eletronico,1795.03
329,Relógio,roupa,3931.91
468,Fone,acessorio,4078.3
37,Notebook,eletronico,3227.56
46,Relógio,eletronico,1427.52
151,Tênis,eletronico,3775.26
98,Camisa,roupa,2957.06
466,Notebook,acessorio,3936.57
155,Tênis,eletronico,3294.87
484,Celular,eletronico,138.22
93,Fone,eletronico,1712.05
461,Fone,roupa,4150.88
207,Notebook,eletronico,2149.04
40,Celular,acessorio,2554.03
303,Relógio,acessorio,3880.39
47,Fone,eletronico,2940.23
313,Notebook,roupa,4124.23
282,Camisa,eletronico,3641.41
327,Tênis,acessorio,4985.04
96,Celular,eletronico,52.61
276,Celular,eletronico,21.31
170,Notebook,eletronico,646.27
170,Notebook,eletronico,646.27
155,Tênis,eletronico,743.73
85,Fone,eletronico,1735.46
23,Notebook,eletronico,1112.28
324,Notebook,eletronico,3328.29
138,Fone,roupa,1970.92
405,Camisa,acessorio,3151.26
374,Notebook,acessorio,2427.13
67,Celular,acessorio,769.9
326,Fone,acessorio,4056.71
420,Notebook,roupa,2686.12
406,Relógio,acessorio,3151.84
475,Relógio,acessorio,1577.65
455,Notebook,acessorio,2754.66
57,Relógio,eletronico,1967.18
336,Notebook,eletronico,2650.48
265,Tênis,eletronico,4628.5
372,Tênis,roupa,3214.1
21,Celular,acessorio,1467.51
67,Fone,acessorio,4510.08
7,Notebook,acessorio,4954.25
398,Tênis,roupa,505.42
264,Camisa,roupa,4081.31
343,Tênis,eletronico,1175.93
212,Celular,acessorio,1020.13
52,Tênis,eletronico,2705.55
188,Celular,roupa,2259.2
82,Camisa,eletronico,252.23
186,Notebook,roupa,1637.55
82,Tênis,acessorio,2337.38
451,Fone,acessorio,2524.91
184,Fone,acessorio,2114.1
483,Tênis,eletronico,1380.4
73,Notebook,acessorio,2591
410,Notebook,acessorio,1090.32
205,Camisa,roupa,3966.7
433,Fone,acessorio,3192.86
219,Notebook,roupa,3923.57
302,Relógio,acessorio,2973.43
405,Tênis,acessorio,4416.4
406,Notebook,eletronico,3263.77
406,Notebook,eletronico,3263.77
55,Celular,acessorio,423.72
104,Notebook,roupa,975.12
192,Fone,roupa,4159.34
425,Fone,eletronico,1894.09
485,Celular,eletronico,4302.38
200,Camisa,eletronico,3902.39
466,Camisa,roupa,1500.54
83,Notebook,acessorio,3086.82
11,Camisa,roupa,4433.01
379,Tênis,eletronico,2777.5
441,Tênis,acessorio,4081.91
372,Celular,acessorio,4705.46
177,Camisa,acessorio,227.97
421,Celular,eletronico,2235.38
170,Relógio,roupa,4866.85
121,Fone,acessorio,3395.1
470,Tênis,roupa,4229.75
403,Relógio,roupa,1284.43
110,Celular,eletronico,1932.12
46,Tênis,acessorio,4794.64
232,Fone,roupa,3521.95
360,Relógio,eletronico,2953.24
65,Notebook,roupa,371.19
236,Notebook,acessorio,4127.36
83,Celular,roupa,4295
314,Relógio,acessorio,3557.58
416,Notebook,roupa,2040.86
222,Celular,roupa,3989.55
332,Tênis,roupa,4801.2
307,Fone,acessorio,250.67
247,Fone,eletronico,551.35
58,Notebook,eletronico,3466.76
383,Celular,roupa,1865.96
164,Notebook,roupa,2694.72
77,Fone,roupa,1969.63
474,Tênis,eletronico,2280.53
195,Tênis,acessorio,1410.3
131,Relógio,eletronico,4518.21
393,Tênis,eletronico,1723.32
54,Relógio,acessorio,3141.86
54,Relógio,acessorio,3141.86
337,Tênis,acessorio,456.73
96,Camisa,acessorio,4975.53
23,Fone,acessorio,446.45
15,Tênis,acessorio,244.08
77,Tênis,roupa,1536.03
445,Camisa,roupa,2607.51
62,Camisa,roupa,170.43
447,Fone,eletronico,2677.55
35,Tênis,acessorio,2647.89
319,Relógio,eletronico,1325.65
216,Celular,acessorio,4268.03
488,Relógio,roupa,1273.7
446,Fone,roupa,1694.5
440,Celular,roupa,4188.33
364,Notebook,roupa,2511.88
126,Camisa,eletronico,2130.55
172,Notebook,acessorio,1813.9
462,Camisa,acessorio,2482.22
178,Celular,eletronico,1071.41
335,Fone,roupa,2644.24
86,Fone,eletronico,1213.99
479,Fone,roupa,4052.18
7,Relógio,roupa,4478.46
286,Fone,eletronico,2780.58
398,Fone,eletronico,2276
324,Camisa,eletronico,4946.41
376,Notebook,roupa,2634.61
450,Camisa,eletronico,754.67
496,Celular,eletronico,3861.26
467,Fone,roupa,479.96
104,Camisa,roupa,3746.56
82,Tênis,acessorio,3737.56
343,Camisa,eletronico,4571.47
460,Fone,acessorio,662.17
172,Relógio,roupa,1901.11
28,Notebook,roupa,4365.48
202,Notebook,eletronico,2080.96
76,Fone,eletronico,4023.81
82,Celular,eletronico,466.81
28,Relógio,roupa,4871.85
28,Relógio,roupa,4871.85
236,Relógio,roupa,167.77
240,Fone,roupa,3468.67
382,Camisa,eletronico,750.15
470,Notebook,acessorio,345.5
352,Fone,eletronico,980.86
353,Notebook,roupa,85.8
447,Relógio,acessorio,1563.48
161,Fone,acessorio,436.07
383,Fone,acessorio,2079.15
24,Tênis,eletronico,2067.5
3,Notebook,roupa,4373.04
248,Notebook,eletronico,3473.17
57,Fone,acessorio,3190.39
260,Relógio,roupa,4228.87
163,Relógio,roupa,4061.9
8,Tênis,acessorio,4405.95
217,Camisa,roupa,2168.92
69,Relógio,acessorio,899.79
256,Notebook,roupa,670.06
79,Camisa,roupa,1777.06
220,Notebook,eletronico,3929.1
213,Camisa,roupa,419.13
162,Celular,eletronico,4608.17
104,Camisa,eletronico,3971.14
182,Notebook,acessorio,1105.64
409,Relógio,eletronico,892.33
171,Camisa,acessorio,4400.94
374,Notebook,eletronico,3414.75
266,Camisa,roupa,3545.23
170,Camisa,acessorio,3777.84
168,Celular,acessorio,3044.5
446,Fone,acessorio,1700.24
338,Celular,roupa,1931.95
111,Fone,eletronico,3988.18
259,Relógio,eletronico,307.19
484,Fone,eletronico,4732.6
227,Tênis,eletronico,190.64
44,Fone,roupa,4202.29
403,Relógio,roupa,984.48
257,Fone,roupa,4391.33
257,Fone,roupa,4391.33
202,Notebook,acessorio,4383.21
231,Notebook,roupa,886.64
405,Camisa,acessorio,4021.04
482,Notebook,roupa,1974.09
410,Celular,roupa,1205.05
190,Celular,acessorio,2750.79
346,Fone,eletronico,1257.21
391,Camisa,eletronico,3925.82
78,Camisa,acessorio,4360.87
249,Fone,acessorio,2606.39
323,Camisa,eletronico,2379.95
108,Relógio,acessorio,3854.69
358,Fone,roupa,2036.36
362,Tênis,roupa,3879.52
81,Celular,roupa,583.82
454,Fone,acessorio,1316.46
92,Camisa,acessorio,3415.17
73,Notebook,eletronico,1286.01
31,Relógio,roupa,2922.38
53,Relógio,roupa,441.58
274,Fone,acessorio,4398.37
440,Camisa,eletronico,3238.35
161,Notebook,acessorio,31.59
216,Camisa,acessorio,996.55
369,Notebook,acessorio,1256.17
387,Notebook,roupa,1113.49
242,Celular,roupa,3623.99
331,Celular,acessorio,3275.69
109,Relógio,roupa,1978.8
478,Notebook,acessorio,4409.08
127,Tênis,eletronico,858.22
154,Relógio,roupa,2691.7
170,Notebook,acessorio,3021.66
401,Notebook,eletronico,3547.69
411,Fone,roupa,4257.73
402,Celular,roupa,1029.44
295,Tênis,acessorio,1630.01
440,Relógio,acessorio,2832.31
264,Fone,eletronico,2098.69
425,Relógio,acessorio,1368.47
425,Relógio,acessorio,1368.47
373,Fone,acessorio,503.01
267,Fone,roupa,3149.96
340,Relógio,roupa,2221.9
169,Relógio,acessorio,3264.08
464,Relógio,acessorio,3625.56
437,Tênis,acessorio,3949.05
131,Celular,acessorio,2525.05
60,Notebook,roupa,4020.05
344,Celular,eletronico,1848.9
219,Fone,acessorio,1546.5
231,Relógio,eletronico,122.8
255,Celular,eletronico,3426.42
166,Relógio,roupa,4540.2
313,Tênis,roupa,1739.12
154,Notebook,acessorio,1028.44
37,Relógio,eletronico,3412.62
454,Camisa,roupa,4773.57
218,Fone,eletronico,3646.89
227,Fone,roupa,3952.52
130,Celular,acessorio,561.64
36,Fone,acessorio,2230.53
140,Celular,roupa,3857.8
251,Celular,eletronico,4441.07
332,Fone,eletronico,4491.26
40,Camisa,eletronico,176.43
295,Relógio,acessorio,3508.74
162,Camisa,roupa,3311.12
122,Fone,roupa,2468.2
274,Fone,acessorio,1227.84
54,Camisa,acessorio,3957.61
412,Camisa,eletronico,1914.72
158,Tênis,acessorio,2612.6
179,Fone,acessorio,1599.05
453,Fone,acessorio,1963.96
134,Tênis,acessorio,1898.92
55,Notebook,acessorio,2785.24
59,Fone,eletronico,2950.88
225,Tênis,acessorio,3482.92
338,Tênis,eletronico,1925.92
367,Fone,acessorio,3064.46
367,Fone,acessorio,3064.46
292,Notebook,roupa,3738.23
84,Fone,roupa,2723.83
498,Celular,eletronico,2596.85
251,Tênis,acessorio,1541.15
344,Tênis,roupa,1749.24
488,Relógio,acessorio,850.94
182,Relógio,roupa,883.9
126,Fone,roupa,304.19
232,Fone,eletronico,3907.81
289,Camisa,eletronico,2446.7
306,Celular,eletronico,3295.6
216,Relógio,roupa,260.5
300,Notebook,roupa,3829.56
488,Camisa,eletronico,4669.91
44,Camisa,roupa,4632.91
268,Celular,roupa,547.22
423,Camisa,acessorio,3912.86
51,Notebook,roupa,564.31
83,Fone,roupa,2872.65
278,Camisa,eletronico,3215.66
63,Relógio,acessorio,1352.24
293,Relógio,eletronico,4499.68
147,Tênis,eletronico,4099.53
268,Fone,acessorio,3149.1
191,Notebook,acessorio,2032.32
431,Relógio,eletronico,3337.67
208,Notebook,acessorio,1122.74
109,Celular,acessorio,1719.56
58,Tênis,acessorio,832.36
457,Camisa,roupa,4505.25
100,Celular,roupa,4445.8
433,Fone,roupa,2760.51
351,Tênis,acessorio,4436.61
131,Camisa,eletronico,4890.33
99,Notebook,acessorio,3041.52
97,Relógio,eletronico,527.59
38,Celular,roupa,2931.91
188,Celular,acessorio,2472.89
18,Camisa,roupa,1216.02
